"id"	"蛋氨酸"	"科名"	"小穗形"	"品种名称"	"谷氨酸"	"内稃色"	"棕榈酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"总和"	"油酸"	"有效分蘖"	"亚麻酸"	"外稃色"	"省"	"生育日数"	"保存编号"	"保存单位"	"亚油酸"	"幼苗习性"	"卵块"	"旗叶叶相"	"占脂肪酸"	"统一编号"	"主穗长"	"苯丙氨酸"	"学名"	"脂肪"	"胱氨酸"	"组氨酸"	"倒伏性"	"蛋白质"	"芒颜色"	"样品类型"	"亮氨酸"	"库编号"	"主穗小穗数"	"原产地"	"黑穗病率"	"不饱脂肪酸"	"甘氨酸"	"芒形状"	"蚜虫"	"氨"	"幼虫"	"主穗粒重"	"缬氨酸"	"黑穗病抗性"	"色氨酸"	"单株粒重"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"皮裸"	"千粒重"	"丝氨酸"	"属名"	"译名"	"幼苗颜色"	"粒型"	"抗旱性"	"红叶病抗性"	"轮层数"	"株高"	"穗形"	"异亮氨酸"	"红叶病病级"
"1065"	"0.57"	"Gramineae(禾本科)"	"--"	"Flammings gold"	"3.07"	"--"	"36.02"	"1.18"	"0.91"	"0.50"	"0.66"	"14.33"	"27.33"	"2.3"	"--"	"--"	"国外"	"95"	"H0003287"	"--"	"--"	"直立"	"1.4"	"下披"	"36.65"	"ZY001033"	"22.9"	"0.79"	"Avena sativa L.(普通燕麦)"	"4.03"	"0.24"	"0.33"	"中抗"	"15.83"	"--"	"国外"	"1.10"	"I1F01145"	"39.10"	"DNK"	"5.5"	"57.28"	"0.70"	"无"	"9"	"0.18"	"80.1"	"1.4"	"0.83"	"--"	"0.21"	"3.8"	"黄"	"0.59"	"0.79"	"0.60"	"皮"	"22.20"	"0.66"	"Avena(燕麦属)"	"Flammings gold"	"淡绿"	"纺锤"	"--"	"--"	"6.3"	"105.8"	"周散"	"0.60"	"2"
"1066"	"0.57"	"Gramineae(禾本科)"	"--"	"Flammings kost"	"2.48"	"--"	"--"	"1.03"	"0.83"	"0.43"	"0.62"	"12.58"	"--"	"2.5"	"--"	"--"	"国外"	"91"	"H0003288"	"--"	"40.38"	"直立"	"1.4"	"下披"	"--"	"ZY001034"	"28.3"	"0.74"	"Avena sativa L.(普通燕麦)"	"4.67"	"0.32"	"0.26"	"中抗"	"12.02"	"--"	"国外"	"0.98"	"I1F01146"	"49.00"	"DNK"	"11.4"	"--"	"0.60"	"无"	"9"	"0.37"	"105.1"	"2.2"	"0.69"	"--"	"0.18"	"5.9"	"黄"	"0.57"	"0.71"	"0.50"	"皮"	"24.90"	"0.58"	"Avena(燕麦属)"	"Flammings kost"	"淡绿"	"纺锤"	"--"	"--"	"6.8"	"112.1"	"周散"	"0.49"	"2"
"1067"	"0.60"	"Gramineae(禾本科)"	"--"	"Georgien"	"2.71"	"--"	"--"	"1.09"	"0.87"	"0.45"	"0.66"	"13.56"	"--"	"2.8"	"--"	"--"	"国外"	"93"	"H0003289"	"--"	"39.85"	"直立"	"5.1"	"下披"	"--"	"ZY001035"	"29.6"	"0.83"	"Avena sativa L.(普通燕麦)"	"5.37"	"0.35"	"0.28"	"高抗"	"16.15"	"黑褐"	"国外"	"1.08"	"I1F01147"	"36.70"	"DNK"	"7.0"	"--"	"0.64"	"弯"	"9"	"0.45"	"178.2"	"1.1"	"0.73"	"--"	"0.24"	"4.0"	"黄"	"0.61"	"0.74"	"0.54"	"皮"	"21.00"	"0.62"	"Avena(燕麦属)"	"Georgien"	"淡绿"	"纺锤"	"--"	"--"	"7.4"	"113.4"	"周散"	"0.52"	"2"
"1068"	"0.57"	"Gramineae(禾本科)"	"--"	"Glasnevin samos"	"3.14"	"--"	"--"	"1.47"	"1.18"	"0.53"	"0.70"	"15.71"	"--"	"2.2"	"--"	"--"	"国外"	"104"	"H0003290"	"--"	"--"	"直立"	"0.5"	"平展"	"--"	"ZY001036"	"21.4"	"0.95"	"Avena sativa L.(普通燕麦)"	"3.70"	"0.25"	"0.38"	"中抗"	"16.15"	"黄"	"国外"	"1.27"	"I1F01148"	"26.90"	"DNK"	"11.7"	"--"	"0.80"	"弯"	"9"	"0.24"	"88.4"	"0.7"	"0.88"	"--"	"0.25"	"1.3"	"黄"	"0.67"	"0.72"	"0.65"	"皮"	"21.00"	"0.64"	"Avena(燕麦属)"	"Glasnevin samos"	"淡绿"	"纺锤"	"--"	"--"	"6.8"	"99.2"	"周散"	"0.66"	"2"
"1069"	"0.59"	"Gramineae(禾本科)"	"--"	"Gloire de ostende"	"3.32"	"--"	"38.71"	"1.35"	"1.00"	"0.54"	"0.71"	"15.53"	"28.05"	"1.8"	"--"	"--"	"国外"	"93"	"H0003291"	"--"	"--"	"中"	"0.9"	"平展"	"33.24"	"ZY001037"	"24.8"	"0.84"	"Avena sativa L.(普通燕麦)"	"4.12"	"0.24"	"0.36"	"中抗"	"16.03"	"黑黄"	"国外"	"1.21"	"I1F01149"	"36.70"	"DNK"	"28.4"	"54.24"	"0.76"	"弯"	"9"	"0.19"	"56.5"	"1.4"	"0.88"	"--"	"0.20"	"3.1"	"黄"	"0.63"	"0.91"	"0.65"	"皮"	"23.10"	"0.71"	"Avena(燕麦属)"	"Gloire de ostende"	"淡绿"	"纺锤"	"--"	"--"	"7.4"	"113.8"	"周散"	"0.63"	"2"
"1070"	"0.61"	"Gramineae(禾本科)"	"--"	"Golden fleece"	"3.41"	"--"	"--"	"1.34"	"1.03"	"0.55"	"0.72"	"15.97"	"--"	"3.3"	"--"	"--"	"国外"	"91"	"H0003292"	"--"	"38.87"	"直立"	"0.5"	"平展"	"--"	"ZY001038"	"30.7"	"0.89"	"Avena sativa L.(普通燕麦)"	"4.80"	"0.28"	"0.37"	"中抗"	"15.44"	"黑黄"	"国外"	"1.25"	"I1F01150"	"30.20"	"DNK"	"4.2"	"--"	"0.78"	"直"	"9"	"0.21"	"99.1"	"1.5"	"0.91"	"--"	"0.19"	"4.9"	"黄"	"0.67"	"0.90"	"0.67"	"皮"	"26.80"	"0.73"	"Avena(燕麦属)"	"Golden fleeceFTE"	"淡绿"	"纺锤"	"--"	"--"	"6.6"	"117.1"	"周散"	"0.67"	"1"
"1071"	"0.57"	"Gramineae(禾本科)"	"--"	"Guihuid tystofte"	"3.06"	"--"	"21.73"	"1.20"	"0.89"	"0.49"	"0.65"	"14.25"	"31.82"	"4.0"	"--"	"--"	"国外"	"93"	"H0003293"	"--"	"--"	"直立"	"0.9"	"上举"	"46.45"	"ZY001039"	"17.0"	"0.66"	"Avena sativa L.(普通燕麦)"	"5.07"	"0.26"	"0.33"	"低抗"	"14.61"	"黄"	"国外"	"1.12"	"I1F01151"	"31.50"	"DNK"	"20.8"	"59.35"	"0.71"	"弯"	"9"	"0.18"	"74.5"	"1.2"	"0.83"	"--"	"0.18"	"5.1"	"黄"	"0.60"	"0.85"	"0.59"	"皮"	"25.80"	"0.66"	"Avena(燕麦属)"	"Gulhuid tystofte"	"淡绿"	"纺锤"	"低抗"	"--"	"4.8"	"89.2"	"周散"	"0.60"	"2"
"1072"	"0.57"	"Gramineae(禾本科)"	"--"	"CХpta"	"3.15"	"--"	"27.22"	"1.26"	"0.94"	"0.51"	"0.68"	"14.86"	"32.04"	"3.0"	"--"	"--"	"国外"	"89"	"H0003294"	"--"	"--"	"直立"	"2.3"	"平展"	"40.74"	"ZY001040"	"23.5"	"0.82"	"Avena sativa L.(普通燕麦)"	"4.51"	"0.26"	"0.34"	"中抗"	"14.66"	"黄"	"国外"	"1.16"	"I1F01152"	"41.40"	"DNK"	"17.3"	"55.98"	"0.73"	"直"	"9"	"0.19"	"60.6"	"1.4"	"0.86"	"--"	"0.19"	"3.5"	"黄"	"0.62"	"0.85"	"0.62"	"皮"	"22.70"	"0.68"	"Avena(燕麦属)"	"GХpta"	"淡绿"	"纺锤"	"低抗"	"--"	"7.1"	"119.0"	"周散"	"0.62"	"3"
"1073"	"0.65"	"Gramineae(禾本科)"	"--"	"Hielsel"	"3.19"	"--"	"--"	"1.28"	"0.93"	"0.52"	"0.69"	"15.20"	"--"	"2.6"	"--"	"--"	"国外"	"91"	"H0003295"	"--"	"43.00"	"直立"	"0.5"	"下披"	"--"	"ZY001041"	"33.5"	"0.73"	"Avena sativa L.(普通燕麦)"	"4.88"	"0.30"	"0.35"	"中抗"	"15.93"	"黑黄"	"国外"	"1.19"	"I1F01153"	"60.60"	"DNK"	"0.7"	"--"	"0.75"	"弯"	"9"	"0.20"	"50.9"	"2.1"	"0.89"	"--"	"0.25"	"5.6"	"黄"	"0.66"	"0.86"	"0.63"	"皮"	"24.00"	"0.69"	"Avena(燕麦属)"	"Hielsel"	"淡绿"	"纺锤"	"中抗"	"--"	"5.6"	"132.5"	"周散"	"0.64"	"2"
"1074"	"0.58"	"Gramineae(禾本科)"	"--"	"Hoitling"	"3.13"	"--"	"--"	"1.23"	"0.93"	"0.51"	"0.67"	"14.82"	"--"	"2.9"	"--"	"--"	"国外"	"91"	"H0003296"	"--"	"40.87"	"直立"	"--"	"平展"	"--"	"ZY001042"	"27.6"	"0.81"	"Avena sativa L.(普通燕麦)"	"4.17"	"0.27"	"0.34"	"中抗"	"15.64"	"--"	"国外"	"1.16"	"I1F01154"	"40.90"	"DNK"	"25.3"	"--"	"0.74"	"无"	"9"	"0.18"	"29.6"	"1.6"	"0.85"	"--"	"0.21"	"4.2"	"黄"	"0.63"	"0.85"	"0.62"	"皮"	"24.70"	"0.68"	"Avena(燕麦属)"	"Hoitling"	"淡绿"	"纺锤"	"中抗"	"--"	"6.9"	"116.6"	"周散"	"0.61"	"2"
"1075"	"0.63"	"Gramineae(禾本科)"	"--"	"Hopjer 10"	"3.02"	"--"	"--"	"1.21"	"0.88"	"0.50"	"0.65"	"14.42"	"--"	"2.7"	"--"	"--"	"国外"	"91"	"H0003297"	"--"	"40.46"	"直立"	"--"	"平展"	"--"	"ZY001043"	"29.1"	"0.64"	"Avena sativa L.(普通燕麦)"	"4.84"	"0.30"	"0.32"	"中抗"	"13.88"	"黄"	"国外"	"1.13"	"I1F01155"	"34.40"	"DNK"	"26.9"	"--"	"0.72"	"弯"	"9"	"0.20"	"59.3"	"1.6"	"0.86"	"--"	"0.22"	"4.8"	"黄"	"0.63"	"0.85"	"0.60"	"皮"	"28.30"	"0.66"	"Avena(燕麦属)"	"Hopjer 10"	"淡绿"	"纺锤"	"中抗"	"--"	"6.1"	"109.6"	"周散"	"0.60"	"1"
"1076"	"0.60"	"Gramineae(禾本科)"	"--"	"Hopjer 40/7"	"2.89"	"--"	"30.62"	"1.17"	"0.86"	"0.48"	"0.63"	"13.90"	"28.77"	"2.6"	"--"	"--"	"国外"	"91"	"H0003298"	"--"	"--"	"直立"	"1.9"	"平展"	"40.61"	"ZY001044"	"22.8"	"0.64"	"Avena sativa L.(普通燕麦)"	"4.28"	"0.26"	"0.31"	"中抗"	"15.25"	"--"	"国外"	"1.07"	"I1F01156"	"37.10"	"DNK"	"20.0"	"58.53"	"0.69"	"无"	"9"	"0.18"	"55.6"	"1.2"	"0.83"	"--"	"0.19"	"3.1"	"黄"	"0.69"	"0.81"	"0.57"	"皮"	"23.00"	"0.63"	"Avena(燕麦属)"	"Hopjer 40/7"	"淡绿"	"纺锤"	"中抗"	"--"	"7.3"	"112.6"	"周散"	"0.58"	"3"
"1077"	"0.72"	"Gramineae(禾本科)"	"--"	"Hopjer 40/1"	"2.93"	"--"	"34.25"	"1.20"	"0.86"	"0.48"	"0.64"	"14.17"	"20.09"	"2.1"	"--"	"--"	"国外"	"92"	"H0003299"	"--"	"--"	"直立"	"0.9"	"下披"	"45.66"	"ZY001045"	"25.3"	"0.78"	"Avena sativa L.(普通燕麦)"	"4.08"	"0.26"	"0.32"	"中抗"	"15.05"	"--"	"国外"	"1.09"	"I1F01157"	"39.00"	"DNK"	"21.8"	"69.44"	"0.69"	"无"	"9"	"0.18"	"43.5"	"1.3"	"0.81"	"--"	"0.21"	"3.0"	"黄"	"0.59"	"0.80"	"0.58"	"皮"	"22.80"	"0.63"	"Avena(燕麦属)"	"Hopjer 40/1"	"淡绿"	"纺锤"	"中抗"	"--"	"6.6"	"106.3"	"周散"	"0.58"	"2"
"1078"	"0.58"	"Gramineae(禾本科)"	"--"	"lowa"	"2.95"	"--"	"28.30"	"1.21"	"0.84"	"0.50"	"0.64"	"14.16"	"23.98"	"2.9"	"--"	"--"	"国外"	"88"	"H0003300"	"--"	"--"	"直立"	"10.2"	"下披"	"47.72"	"ZY001046"	"22.3"	"0.82"	"Avena sativa L.(普通燕麦)"	"3.62"	"0.27"	"0.33"	"中抗"	"15.14"	"黑黄"	"国外"	"1.11"	"I1F01158"	"36.30"	"DNK"	"--"	"66.56"	"0.70"	"弯"	"9"	"0.17"	"131.9"	"1.0"	"0.81"	"--"	"0.21"	"3.0"	"黄"	"0.63"	"0.72"	"0.59"	"皮"	"20.20"	"0.66"	"Avena(燕麦属)"	"lowa"	"淡绿"	"披针"	"中抗"	"--"	"6.2"	"108.0"	"周散"	"0.59"	"2"
"1079"	"0.54"	"Gramineae(禾本科)"	"--"	"Kanadischer weis"	"2.97"	"--"	"36.11"	"1.21"	"0.86"	"0.49"	"0.65"	"14.09"	"26.08"	"2.9"	"--"	"--"	"国外"	"93"	"H0003301"	"--"	"--"	"直立"	"0.9"	"上举"	"37.81"	"ZY001047"	"22.5"	"0.78"	"Avena sativa L.(普通燕麦)"	"4.31"	"0.29"	"0.32"	"中抗"	"15.83"	"褐黄"	"国外"	"1.10"	"I1F01159"	"52.60"	"DNK"	"2.7"	"59.18"	"0.67"	"弯"	"9"	"0.19"	"96.3"	"1.1"	"0.80"	"--"	"0.20"	"2.8"	"黄"	"0.60"	"0.81"	"0.58"	"皮"	"26.10"	"0.65"	"Avena(燕麦属)"	"Kanadischer weis"	"淡绿"	"纺锤"	"中抗"	"--"	"6.7"	"108.4"	"周散"	"0.57"	"3"
"1080"	"0.59"	"Gramineae(禾本科)"	"--"	"Kron SV. 1951"	"2.68"	"--"	"29.91"	"1.08"	"0.80"	"0.44"	"0.61"	"12.90"	"30.77"	"1.9"	"--"	"--"	"国外"	"93"	"H0003302"	"--"	"--"	"直立"	"0.9"	"下披"	"39.32"	"ZY001048"	"24.0"	"0.59"	"Avena sativa L.(普通燕麦)"	"3.99"	"0.28"	"0.28"	"中抗"	"14.27"	"--"	"国外"	"1.03"	"I1F01160"	"38.20"	"DNK"	"15.5"	"56.10"	"0.63"	"无"	"9"	"0.17"	"37.5"	"1.6"	"0.75"	"--"	"0.18"	"3.7"	"黄"	"0.55"	"0.75"	"0.54"	"皮"	"26.10"	"0.58"	"Avena(燕麦属)"	"Kron SV. 1951"	"淡绿"	"纺锤"	"中抗"	"--"	"7.2"	"115.3"	"周散"	"0.54"	"2"
"1081"	"0.61"	"Gramineae(禾本科)"	"--"	"KUNGS"	"2.81"	"--"	"--"	"1.04"	"0.82"	"0.43"	"0.60"	"13.33"	"--"	"3.2"	"--"	"--"	"国外"	"91"	"H0003303"	"--"	"42.15"	"直立"	"0.5"	"平展"	"--"	"ZY001049"	"29.6"	"0.78"	"Avena sativa L.(普通燕麦)"	"3.84"	"0.27"	"0.29"	"中抗"	"14.56"	"--"	"国外"	"1.06"	"I1F01161"	"49.30"	"DNK"	"6.2"	"--"	"0.63"	"无"	"9"	"0.18"	"19.9"	"1.6"	"0.78"	"--"	"0.18"	"4.9"	"黄"	"0.60"	"0.75"	"0.53"	"皮"	"25.10"	"0.57"	"Avena(燕麦属)"	"KUNGS"	"淡绿"	"纺锤"	"中抗"	"--"	"7.5"	"118.2"	"周散"	"0.58"	"3"
"1082"	"0.54"	"Gramineae(禾本科)"	"--"	"Landhfra Aulsblan"	"2.68"	"--"	"--"	"1.19"	"0.93"	"0.44"	"0.58"	"13.21"	"--"	"4.4"	"--"	"--"	"国外"	"91"	"H0003304"	"--"	"41.36"	"直立"	"1.4"	"下披"	"--"	"ZY001050"	"27.5"	"0.78"	"Avena sativa L.(普通燕麦)"	"4.42"	"0.25"	"0.31"	"中抗"	"16.07"	"黄"	"国外"	"1.05"	"I1F01162"	"37.00"	"DNK"	"3.0"	"--"	"0.68"	"直"	"7"	"0.22"	"20.4"	"1.2"	"0.75"	"--"	"0.20"	"4.2"	"黄"	"0.56"	"0.62"	"0.56"	"皮"	"24.60"	"0.55"	"Avena(燕麦属)"	"Landhfra Aulablan"	"淡绿"	"纺锤"	"中抗"	"--"	"8.2"	"114.9"	"周散"	"0.54"	"3"
"1083"	"0.59"	"Gramineae(禾本科)"	"--"	"Langenthal"	"2.90"	"--"	"28.73"	"1.10"	"0.83"	"0.45"	"0.60"	"13.71"	"27.07"	"2.7"	"--"	"--"	"国外"	"92"	"H0003305"	"--"	"--"	"直立"	"1.9"	"下披"	"44.20"	"ZY001051"	"28.2"	"0.79"	"Avena sativa L.(普通燕麦)"	"4.40"	"0.30"	"0.30"	"中抗"	"15.83"	"黄"	"国外"	"1.10"	"I1F01163"	"31.30"	"DNK"	"4.8"	"62.02"	"0.65"	"弯"	"7"	"0.17"	"31.5"	"1.1"	"0.78"	"--"	"0.21"	"3.0"	"黄"	"0.61"	"0.77"	"0.55"	"皮"	"26.70"	"0.61"	"Avena(燕麦属)"	"Langenthal"	"淡绿"	"纺锤"	"中抗"	"--"	"7.2"	"114.8"	"周散"	"0.57"	"3"
"1084"	"0.66"	"Gramineae(禾本科)"	"--"	"LaPPonia"	"3.18"	"--"	"29.38"	"1.21"	"0.95"	"0.51"	"0.69"	"15.07"	"26.79"	"0.5"	"--"	"--"	"国外"	"93"	"H0003306"	"--"	"--"	"直立"	"2.8"	"下披"	"43.83"	"ZY001052"	"23.2"	"0.84"	"Avena sativa L.(普通燕麦)"	"4.57"	"0.29"	"0.33"	"中抗"	"15.83"	"黑黄"	"国外"	"1.20"	"I1F01164"	"23.50"	"DNK"	"0.3"	"62.06"	"0.72"	"弯"	"7"	"0.19"	"104.6"	"0.9"	"0.85"	"--"	"0.20"	"1.5"	"黄"	"0.65"	"0.89"	"0.61"	"皮"	"22.00"	"0.66"	"Avena(燕麦属)"	"LaPPonia"	"淡绿"	"纺锤"	"中抗"	"--"	"--"	"136.0"	"周散"	"0.63"	"3"
"1085"	"0.63"	"Gramineae(禾本科)"	"--"	"LigowoⅡSV."	"2.77"	"--"	"34.17"	"1.09"	"0.85"	"0.46"	"0.61"	"13.67"	"29.51"	"2.4"	"--"	"--"	"国外"	"90"	"H0003307"	"--"	"--"	"直立"	"0.9"	"上举"	"36.32"	"ZY001053"	"22.4"	"0.77"	"Avena sativa L.(普通燕麦)"	"3.69"	"0.31"	"0.30"	"低抗"	"14.86"	"黑黄"	"国外"	"1.08"	"I1F01165"	"33.30"	"DNK"	"2.9"	"54.92"	"0.66"	"弯"	"7"	"0.22"	"56.0"	"1.4"	"0.78"	"--"	"0.22"	"3.6"	"黄"	"0.61"	"0.79"	"0.56"	"皮"	"27.40"	"0.62"	"Avena(燕麦属)"	"LigowoⅡSV."	"淡绿"	"纺锤"	"中抗"	"--"	"7.1"	"121.4"	"周散"	"0.56"	"2"
"1086"	"0.60"	"Gramineae(禾本科)"	"--"	"LigowoⅢ SV."	"2.91"	"--"	"23.80"	"1.13"	"0.85"	"0.47"	"0.63"	"13.90"	"43.62"	"2.5"	"--"	"--"	"国外"	"89"	"H0003308"	"--"	"--"	"直立"	"0.9"	"上举"	"32.58"	"ZY001054"	"20.8"	"0.78"	"Avena sativa L.(普通燕麦)"	"3.70"	"0.32"	"0.31"	"中抗"	"14.66"	"黑黄"	"国外"	"1.10"	"I1F01166"	"41.30"	"DNK"	"3.0"	"42.76"	"0.67"	"弯"	"7"	"0.17"	"50.0"	"1.1"	"0.80"	"--"	"0.18"	"3.3"	"黄"	"0.62"	"0.76"	"0.57"	"皮"	"25.60"	"0.63"	"Avena(燕麦属)"	"LigowoⅢ SV."	"淡绿"	"纺锤"	"高抗"	"--"	"6.7"	"109.9"	"周散"	"0.57"	"3"
"1087"	"0.59"	"Gramineae(禾本科)"	"--"	"Long fellow"	"2.94"	"--"	"24.48"	"1.14"	"0.84"	"0.48"	"0.63"	"13.86"	"32.59"	"2.5"	"--"	"--"	"国外"	"89"	"H0003309"	"--"	"--"	"直立"	"--"	"上举"	"42.93"	"ZY001055"	"21.1"	"0.81"	"Avena sativa L.(普通燕麦)"	"4.08"	"0.31"	"0.31"	"中抗"	"13.88"	"黑黄"	"国外"	"1.10"	"I1F01167"	"33.60"	"DNK"	"5.6"	"56.85"	"0.68"	"直"	"7"	"0.18"	"38.4"	"0.6"	"0.81"	"--"	"0.18"	"2.9"	"黄"	"0.63"	"0.80"	"0.57"	"皮"	"28.40"	"0.64"	"Avena(燕麦属)"	"Long fellow"	"淡绿"	"纺锤"	"中抗"	"--"	"6.8"	"111.8"	"周散"	"0.58"	"2"
"1088"	"0.56"	"Gramineae(禾本科)"	"--"	"M.lowa"	"3.30"	"--"	"29.41"	"1.24"	"0.93"	"0.52"	"0.68"	"15.22"	"28.85"	"2.2"	"--"	"--"	"国外"	"80"	"H0003310"	"--"	"--"	"直立"	"4.6"	"上举"	"41.74"	"ZY001056"	"16.3"	"0.88"	"Avena sativa L.(普通燕麦)"	"4.12"	"0.29"	"0.34"	"中抗"	"15.05"	"黄"	"国外"	"1.19"	"I1F01168"	"47.90"	"DNK"	"0.9"	"59.13"	"0.74"	"--"	"7"	"0.20"	"137.5"	"1.0"	"0.85"	"--"	"0.23"	"2.8"	"黄"	"0.66"	"0.86"	"0.62"	"皮"	"27.60"	"0.70"	"Avena(燕麦属)"	"M.lowa"	"淡绿"	"纺锤"	"高抗"	"--"	"5.4"	"90.3"	"周散"	"0.63"	"1"
"1089"	"0.54"	"Gramineae(禾本科)"	"--"	"Markton"	"3.03"	"--"	"32.87"	"1.22"	"0.96"	"0.46"	"0.61"	"14.14"	"34.97"	"2.8"	"--"	"--"	"国外"	"89"	"H0003311"	"--"	"--"	"直立"	"1.4"	"下披"	"32.16"	"ZY001057"	"25.5"	"0.87"	"Avena sativa L.(普通燕麦)"	"5.01"	"0.32"	"0.32"	"中抗"	"13.80"	"黑黄"	"国外"	"1.10"	"I1F01169"	"26.40"	"DNK"	"1.7"	"47.91"	"0.71"	"弯"	"7"	"0.23"	"63.9"	"1.0"	"0.79"	"--"	"0.23"	"3.0"	"黄"	"0.57"	"0.67"	"0.57"	"皮"	"22.90"	"0.59"	"Avena(燕麦属)"	"Markton"	"淡绿"	"披针"	"高抗"	"--"	"6.4"	"118.1"	"周散"	"0.58"	"2"
"1090"	"0.61"	"Gramineae(禾本科)"	"--"	"Marne"	"2.76"	"--"	"33.43"	"1.02"	"0.78"	"0.42"	"0.59"	"13.22"	"26.45"	"3.2"	"--"	"--"	"国外"	"87"	"H0003312"	"--"	"--"	"直立"	"2.8"	"下披"	"40.12"	"ZY001058"	"28.1"	"0.77"	"Avena sativa L.(普通燕麦)"	"4.31"	"0.30"	"0.28"	"中抗"	"14.86"	"--"	"国外"	"1.06"	"I1F01170"	"55.30"	"DNK"	"6.7"	"60.27"	"0.62"	"无"	"7"	"0.18"	"46.8"	"1.6"	"0.77"	"--"	"0.26"	"3.4"	"黄"	"0.60"	"0.74"	"0.52"	"皮"	"24.00"	"0.56"	"Avena(燕麦属)"	"Marne"	"绿"	"纺锤"	"高抗"	"--"	"7.3"	"101.2"	"周散"	"0.56"	"2"
"1091"	"0.66"	"Gramineae(禾本科)"	"--"	"Marvellous"	"2.92"	"--"	"38.40"	"1.14"	"0.85"	"0.47"	"0.64"	"14.27"	"26.52"	"1.9"	"--"	"--"	"国外"	"87"	"H0003313"	"--"	"--"	"直立"	"2.8"	"上举"	"35.08"	"ZY001059"	"24.2"	"0.82"	"Avena sativa L.(普通燕麦)"	"4.95"	"0.32"	"0.31"	"高抗"	"15.44"	"黑黄"	"国外"	"1.12"	"I1F01171"	"36.90"	"DNK"	"9.4"	"56.95"	"0.69"	"弯"	"5"	"0.19"	"24.5"	"1.7"	"0.83"	"--"	"0.22"	"3.4"	"黄"	"0.67"	"0.79"	"0.59"	"皮"	"32.30"	"0.63"	"Avena(燕麦属)"	"Marvellous"	"绿"	"纺锤"	"高抗"	"--"	"7.1"	"115.9"	"周散"	"0.60"	"2"
"1092"	"0.64"	"Gramineae(禾本科)"	"--"	"Milton"	"2.88"	"--"	"35.83"	"1.07"	"0.81"	"0.45"	"0.60"	"13.74"	"25.45"	"1.7"	"--"	"--"	"国外"	"92"	"H0003315"	"--"	"--"	"直立"	"0.9"	"下披"	"38.72"	"ZY001060"	"30.4"	"0.81"	"Avena sativa L.(普通燕麦)"	"5.00"	"0.28"	"0.30"	"中抗"	"15.64"	"褐黄"	"国外"	"1.09"	"I1F01172"	"41.60"	"DNK"	"7.2"	"60.34"	"0.66"	"弯"	"9"	"0.18"	"92.6"	"1.4"	"0.81"	"--"	"0.20"	"3.0"	"黄"	"0.64"	"0.76"	"0.55"	"皮"	"22.60"	"0.60"	"Avena(燕麦属)"	"Milton"	"淡绿"	"纺锤"	"--"	"--"	"7.2"	"122.8"	"周散"	"0.59"	"3"
"1093"	"0.64"	"Gramineae(禾本科)"	"--"	"Mortagne Lifter"	"3.25"	"--"	"--"	"1.26"	"0.92"	"0.50"	"0.67"	"15.24"	"--"	"3.2"	"--"	"--"	"国外"	"92"	"H0003317"	"--"	"39.86"	"直立"	"1.9"	"上举"	"--"	"ZY001061"	"28.9"	"0.91"	"Avena sativa L.(普通燕麦)"	"4.48"	"0.30"	"0.33"	"中抗"	"16.53"	"黑黄"	"国外"	"1.20"	"I1F01173"	"37.00"	"DNK"	"--"	"--"	"0.72"	"弯"	"5"	"0.20"	"158.8"	"1.3"	"0.88"	"--"	"0.20"	"5.2"	"黄"	"0.70"	"0.82"	"0.61"	"皮"	"24.20"	"0.67"	"Avena(燕麦属)"	"Mortagne Lifter"	"淡绿"	"纺锤"	"高抗"	"--"	"6.5"	"120.2"	"周散"	"0.66"	"2"
"1094"	"0.55"	"Gramineae(禾本科)"	"--"	"N.lowa"	"3.08"	"--"	"31.34"	"1.21"	"0.92"	"0.48"	"0.68"	"14.29"	"30.69"	"2.8"	"--"	"--"	"国外"	"81"	"H0003318"	"--"	"--"	"直立"	"5.1"	"上举"	"37.97"	"ZY001062"	"21.5"	"0.87"	"Avena sativa L.(普通燕麦)"	"4.08"	"0.35"	"0.29"	"高抗"	"17.01"	"--"	"国外"	"1.10"	"I1F01174"	"22.10"	"DNK"	"--"	"55.29"	"0.65"	"无"	"7"	"0.48"	"252.8"	"1.1"	"0.74"	"--"	"0.19"	"3.6"	"黄"	"0.60"	"0.77"	"0.56"	"皮"	"26.60"	"0.70"	"Avena(燕麦属)"	"N.lowa"	"绿"	"纺锤"	"高抗"	"--"	"5.8"	"93.4"	"周散"	"0.55"	"3"
"1095"	"0.51"	"Gramineae(禾本科)"	"--"	"New abundance"	"3.03"	"--"	"30.96"	"1.13"	"0.97"	"0.47"	"0.67"	"13.77"	"33.23"	"1.2"	"--"	"--"	"国外"	"90"	"H0003319"	"--"	"--"	"直立"	"--"	"平展"	"35.81"	"ZY001063"	"21.2"	"0.75"	"Avena sativa L.(普通燕麦)"	"4.42"	"0.29"	"0.30"	"中抗"	"14.77"	"褐黄"	"国外"	"1.07"	"I1F01175"	"30.30"	"DNK"	"28.5"	"51.87"	"0.66"	"弯"	"7"	"0.25"	"163.0"	"1.5"	"0.84"	"--"	"0.17"	"2.7"	"黄"	"0.57"	"0.53"	"0.58"	"皮"	"29.30"	"0.64"	"Avena(燕麦属)"	"New abundance"	"绿"	"纺锤"	"中抗"	"--"	"6.9"	"126.6"	"周散"	"0.59"	"2"
