"标题"	"目录"	"年鉴页码"	"编号"	"年鉴年份"	"CAJ"	"PDF"	"EXCEL"	"id"
"7-46 海水产品和内陆水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"184"	"N2014120439000131"	"2014"	"yearbooks/N2014120439000131.caj"	"yearbooks/N2014120439000131.pdf"	"yearbooks/N2014120439000131.xls"	"131"
"7-47 各地区水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"185"	"N2014120439000132"	"2014"	"yearbooks/N2014120439000132.caj"	"yearbooks/N2014120439000132.pdf"	"yearbooks/N2014120439000132.xls"	"132"
"7-48 各地区水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"186"	"N2014120439000133"	"2014"	"yearbooks/N2014120439000133.caj"	"yearbooks/N2014120439000133.pdf"	"yearbooks/N2014120439000133.xls"	"133"
"7-49 各地区海水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"187"	"N2014120439000134"	"2014"	"yearbooks/N2014120439000134.caj"	"yearbooks/N2014120439000134.pdf"	"yearbooks/N2014120439000134.xls"	"134"
"7-50 各地区海水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"188"	"N2014120439000135"	"2014"	"yearbooks/N2014120439000135.caj"	"yearbooks/N2014120439000135.pdf"	"yearbooks/N2014120439000135.xls"	"135"
"7-51 各地区内陆水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"189"	"N2014120439000136"	"2014"	"yearbooks/N2014120439000136.caj"	"yearbooks/N2014120439000136.pdf"	"yearbooks/N2014120439000136.xls"	"136"
"7-52 各地区内陆水产品产量"	"7 主要农产品种植(养殖)面积与产量"	"190"	"N2014120439000137"	"2014"	"yearbooks/N2014120439000137.caj"	"yearbooks/N2014120439000137.pdf"	"yearbooks/N2014120439000137.xls"	"137"
"7-53 各地区水产养殖面积"	"7 主要农产品种植(养殖)面积与产量"	"191"	"N2014120439000138"	"2014"	"yearbooks/N2014120439000138.caj"	"yearbooks/N2014120439000138.pdf"	"yearbooks/N2014120439000138.xls"	"138"
"8 农村市场与物价"	"8 农村市场与物价"	"193+195-230"	"N2014120439000139"	"2014"	"yearbooks/N2014120439000139.caj"	"yearbooks/N2014120439000139.pdf"		"139"
"8-1 农村主要物价总指数"	"8 农村市场与物价"	"195"	"N2014120439000140"	"2014"	"yearbooks/N2014120439000140.caj"	"yearbooks/N2014120439000140.pdf"	"yearbooks/N2014120439000140.xls"	"140"
"8-2 各地区农村商品零售价格分类指数"	"8 农村市场与物价"	"196-205"	"N2014120439000141"	"2014"	"yearbooks/N2014120439000141.caj"	"yearbooks/N2014120439000141.pdf"	"yearbooks/N2014120439000141.xls"	"141"
"8-3 各地区农村居民消费价格分类指数"	"8 农村市场与物价"	"206-219"	"N2014120439000142"	"2014"	"yearbooks/N2014120439000142.caj"	"yearbooks/N2014120439000142.pdf"	"yearbooks/N2014120439000142.xls"	"142"
"8-4 各地区农业生产资料价格分类指数"	"8 农村市场与物价"	"220-222"	"N2014120439000143"	"2014"	"yearbooks/N2014120439000143.caj"	"yearbooks/N2014120439000143.pdf"	"yearbooks/N2014120439000143.xls"	"143"
"8-5 农产品生产者价格指数"	"8 农村市场与物价"	"223"	"N2014120439000144"	"2014"	"yearbooks/N2014120439000144.caj"	"yearbooks/N2014120439000144.pdf"	"yearbooks/N2014120439000144.xls"	"144"
"8-6 各地区农产品生产者价格指数"	"8 农村市场与物价"	"224"	"N2014120439000145"	"2014"	"yearbooks/N2014120439000145.caj"	"yearbooks/N2014120439000145.pdf"	"yearbooks/N2014120439000145.xls"	"145"
"8-7 各地区主要农产品分品种生产者价格指数"	"8 农村市场与物价"	"225-229"	"N2014120439000146"	"2014"	"yearbooks/N2014120439000146.caj"	"yearbooks/N2014120439000146.pdf"	"yearbooks/N2014120439000146.xls"	"146"
"8-8 主要农产品集贸市场价格指数"	"8 农村市场与物价"	"230"	"N2014120439000147"	"2014"	"yearbooks/N2014120439000147.caj"	"yearbooks/N2014120439000147.pdf"	"yearbooks/N2014120439000147.xls"	"147"
"9 农产品进出口"	"9 农产品进出口"	"231+233-240"	"N2014120439000148"	"2014"	"yearbooks/N2014120439000148.caj"	"yearbooks/N2014120439000148.pdf"		"148"
"9-1 海关出口主要农产品数量"	"9 农产品进出口"	"233"	"N2014120439000149"	"2014"	"yearbooks/N2014120439000149.caj"	"yearbooks/N2014120439000149.pdf"	"yearbooks/N2014120439000149.xls"	"149"
"9-2 海关进口主要农产品数量"	"9 农产品进出口"	"234"	"N2014120439000150"	"2014"	"yearbooks/N2014120439000150.caj"	"yearbooks/N2014120439000150.pdf"	"yearbooks/N2014120439000150.xls"	"150"
"9-3 海关出口农副产品及加工品数量"	"9 农产品进出口"	"235"	"N2014120439000151"	"2014"	"yearbooks/N2014120439000151.caj"	"yearbooks/N2014120439000151.pdf"	"yearbooks/N2014120439000151.xls"	"151"
"9-4 海关出口农副产品及加工品金额"	"9 农产品进出口"	"236"	"N2014120439000152"	"2014"	"yearbooks/N2014120439000152.caj"	"yearbooks/N2014120439000152.pdf"	"yearbooks/N2014120439000152.xls"	"152"
"9-5 海关进口农副产品及加工品数量"	"9 农产品进出口"	"237"	"N2014120439000153"	"2014"	"yearbooks/N2014120439000153.caj"	"yearbooks/N2014120439000153.pdf"	"yearbooks/N2014120439000153.xls"	"153"
"9-6 海关进口农副产品及加工品金额"	"9 农产品进出口"	"238"	"N2014120439000154"	"2014"	"yearbooks/N2014120439000154.caj"	"yearbooks/N2014120439000154.pdf"	"yearbooks/N2014120439000154.xls"	"154"
"9-7 各地区出口农产品数量"	"9 农产品进出口"	"239"	"N2014120439000155"	"2014"	"yearbooks/N2014120439000155.caj"	"yearbooks/N2014120439000155.pdf"	"yearbooks/N2014120439000155.xls"	"155"
"9-8 各地区进口农产品数量"	"9 农产品进出口"	"240"	"N2014120439000156"	"2014"	"yearbooks/N2014120439000156.caj"	"yearbooks/N2014120439000156.pdf"	"yearbooks/N2014120439000156.xls"	"156"
"10 农产品成本与收益"	"10 农产品成本与收益"	"241+243-252"	"N2014120439000157"	"2014"	"yearbooks/N2014120439000157.caj"	"yearbooks/N2014120439000157.pdf"		"157"
"10-1 全国种植业产品成本与收益"	"10 农产品成本与收益"	"243-249"	"N2014120439000158"	"2014"	"yearbooks/N2014120439000158.caj"	"yearbooks/N2014120439000158.pdf"	"yearbooks/N2014120439000158.xls"	"158"
"10-2 全国饲养业产品成本与收益"	"10 农产品成本与收益"	"250-252"	"N2014120439000159"	"2014"	"yearbooks/N2014120439000159.caj"	"yearbooks/N2014120439000159.pdf"	"yearbooks/N2014120439000159.xls"	"159"
"11 收入与消费"	"11 收入与消费"	"253+255-275"	"N2014120439000160"	"2014"	"yearbooks/N2014120439000160.caj"	"yearbooks/N2014120439000160.pdf"		"160"
"11-1 全国居民收支情况"	"11 收入与消费"	"255"	"N2014120439000161"	"2014"	"yearbooks/N2014120439000161.caj"	"yearbooks/N2014120439000161.pdf"	"yearbooks/N2014120439000161.xls"	"161"
"11-2 全国居民主要食品消费量"	"11 收入与消费"	"256"	"N2014120439000162"	"2014"	"yearbooks/N2014120439000162.caj"	"yearbooks/N2014120439000162.pdf"	"yearbooks/N2014120439000162.xls"	"162"
"11-3 全国居民年末主要耐用消费品拥有量"	"11 收入与消费"	"257"	"N2014120439000163"	"2014"	"yearbooks/N2014120439000163.caj"	"yearbooks/N2014120439000163.pdf"	"yearbooks/N2014120439000163.xls"	"163"
"11-4 农村居民纯收入"	"11 收入与消费"	"258"	"N2014120439000164"	"2014"	"yearbooks/N2014120439000164.caj"	"yearbooks/N2014120439000164.pdf"	"yearbooks/N2014120439000164.xls"	"164"
"11-5 农村居民消费支出"	"11 收入与消费"	"259"	"N2014120439000165"	"2014"	"yearbooks/N2014120439000165.caj"	"yearbooks/N2014120439000165.pdf"	"yearbooks/N2014120439000165.xls"	"165"
"11-6 农村居民主要食品消费量"	"11 收入与消费"	"260-261"	"N2014120439000166"	"2014"	"yearbooks/N2014120439000166.caj"	"yearbooks/N2014120439000166.pdf"	"yearbooks/N2014120439000166.xls"	"166"
"11-7 农村居民家庭基本情况"	"11 收入与消费"	"262"	"N2014120439000167"	"2014"	"yearbooks/N2014120439000167.caj"	"yearbooks/N2014120439000167.pdf"	"yearbooks/N2014120439000167.xls"	"167"
"11-8 农村居民总收入和纯收入"	"11 收入与消费"	"263"	"N2014120439000168"	"2014"	"yearbooks/N2014120439000168.caj"	"yearbooks/N2014120439000168.pdf"	"yearbooks/N2014120439000168.xls"	"168"
"11-9 各地区农村居民纯收入"	"11 收入与消费"	"264"	"N2014120439000169"	"2014"	"yearbooks/N2014120439000169.caj"	"yearbooks/N2014120439000169.pdf"	"yearbooks/N2014120439000169.xls"	"169"
"11-10 各地区农村居民纯收入"	"11 收入与消费"	"265"	"N2014120439000170"	"2014"	"yearbooks/N2014120439000170.caj"	"yearbooks/N2014120439000170.pdf"	"yearbooks/N2014120439000170.xls"	"170"
"11-11 各地区农村居民纯收入构成"	"11 收入与消费"	"266"	"N2014120439000171"	"2014"	"yearbooks/N2014120439000171.caj"	"yearbooks/N2014120439000171.pdf"	"yearbooks/N2014120439000171.xls"	"171"
"11-12 农村居民消费支出及构成"	"11 收入与消费"	"267"	"N2014120439000172"	"2014"	"yearbooks/N2014120439000172.caj"	"yearbooks/N2014120439000172.pdf"	"yearbooks/N2014120439000172.xls"	"172"
"11-13 农村居民现金消费支出及构成"	"11 收入与消费"	"268"	"N2014120439000173"	"2014"	"yearbooks/N2014120439000173.caj"	"yearbooks/N2014120439000173.pdf"	"yearbooks/N2014120439000173.xls"	"173"
"11-14 各地区农村居民消费支出"	"11 收入与消费"	"269-270"	"N2014120439000174"	"2014"	"yearbooks/N2014120439000174.caj"	"yearbooks/N2014120439000174.pdf"	"yearbooks/N2014120439000174.xls"	"174"
"11-15 各地区农村居民消费支出构成"	"11 收入与消费"	"271"	"N2014120439000175"	"2014"	"yearbooks/N2014120439000175.caj"	"yearbooks/N2014120439000175.pdf"	"yearbooks/N2014120439000175.xls"	"175"
"11-16 各地区农村居民现金消费支出"	"11 收入与消费"	"272-273"	"N2014120439000176"	"2014"	"yearbooks/N2014120439000176.caj"	"yearbooks/N2014120439000176.pdf"	"yearbooks/N2014120439000176.xls"	"176"
"11-17 农村居民家庭年末主要耐用消费品拥有量"	"11 收入与消费"	"274"	"N2014120439000177"	"2014"	"yearbooks/N2014120439000177.caj"	"yearbooks/N2014120439000177.pdf"	"yearbooks/N2014120439000177.xls"	"177"
"11-18 农村居民主要食物消费量"	"11 收入与消费"	"274"	"N2014120439000178"	"2014"	"yearbooks/N2014120439000178.caj"	"yearbooks/N2014120439000178.pdf"	"yearbooks/N2014120439000178.xls"	"178"
"11-19 按五等份分组的农村居民家庭纯收入"	"11 收入与消费"	"275"	"N2014120439000179"	"2014"	"yearbooks/N2014120439000179.caj"	"yearbooks/N2014120439000179.pdf"	"yearbooks/N2014120439000179.xls"	"179"
"11-20 东、中、西部及东北地区农村居民纯收入"	"11 收入与消费"	"275"	"N2014120439000180"	"2014"	"yearbooks/N2014120439000180.caj"	"yearbooks/N2014120439000180.pdf"	"yearbooks/N2014120439000180.xls"	"180"
"12 农村文化、教育、卫生及社会服务"	"12 农村文化、教育、卫生及社会服务"	"277+279-287"	"N2014120439000181"	"2014"	"yearbooks/N2014120439000181.caj"	"yearbooks/N2014120439000181.pdf"		"181"
"12-1 农村普通中学、小学的学生与教师数"	"12 农村文化、教育、卫生及社会服务"	"279"	"N2014120439000182"	"2014"	"yearbooks/N2014120439000182.caj"	"yearbooks/N2014120439000182.pdf"	"yearbooks/N2014120439000182.xls"	"182"
"12-2 农民成人教育基本情况"	"12 农村文化、教育、卫生及社会服务"	"280"	"N2014120439000183"	"2014"	"yearbooks/N2014120439000183.caj"	"yearbooks/N2014120439000183.pdf"	"yearbooks/N2014120439000183.xls"	"183"
"12-3 农村乡(镇)卫生院、床位和卫生人员"	"12 农村文化、教育、卫生及社会服务"	"281"	"N2014120439000184"	"2014"	"yearbooks/N2014120439000184.caj"	"yearbooks/N2014120439000184.pdf"	"yearbooks/N2014120439000184.xls"	"184"
"12-4 村卫生室及人员数"	"12 农村文化、教育、卫生及社会服务"	"281"	"N2014120439000185"	"2014"	"yearbooks/N2014120439000185.caj"	"yearbooks/N2014120439000185.pdf"	"yearbooks/N2014120439000185.xls"	"185"
"12-5 各地区乡(镇)卫生院、床位数和卫生人员数"	"12 农村文化、教育、卫生及社会服务"	"282"	"N2014120439000186"	"2014"	"yearbooks/N2014120439000186.caj"	"yearbooks/N2014120439000186.pdf"	"yearbooks/N2014120439000186.xls"	"186"
"12-6 各地区农村村卫生室和人员情况"	"12 农村文化、教育、卫生及社会服务"	"283"	"N2014120439000187"	"2014"	"yearbooks/N2014120439000187.caj"	"yearbooks/N2014120439000187.pdf"	"yearbooks/N2014120439000187.xls"	"187"
"12-7 农村文化机构"	"12 农村文化、教育、卫生及社会服务"	"284"	"N2014120439000188"	"2014"	"yearbooks/N2014120439000188.caj"	"yearbooks/N2014120439000188.pdf"	"yearbooks/N2014120439000188.xls"	"188"
"12-8 农村养老服务机构情况"	"12 农村文化、教育、卫生及社会服务"	"284"	"N2014120439000189"	"2014"	"yearbooks/N2014120439000189.caj"	"yearbooks/N2014120439000189.pdf"	"yearbooks/N2014120439000189.xls"	"189"
"12-9 农村社会救济费和自然灾害救济费"	"12 农村文化、教育、卫生及社会服务"	"284"	"N2014120439000190"	"2014"	"yearbooks/N2014120439000190.caj"	"yearbooks/N2014120439000190.pdf"	"yearbooks/N2014120439000190.xls"	"190"
"12-10 各地区农村文化机构"	"12 农村文化、教育、卫生及社会服务"	"285"	"N2014120439000191"	"2014"	"yearbooks/N2014120439000191.caj"	"yearbooks/N2014120439000191.pdf"	"yearbooks/N2014120439000191.xls"	"191"
"12-11 各地区农村养老服务机构情况"	"12 农村文化、教育、卫生及社会服务"	"286"	"N2014120439000192"	"2014"	"yearbooks/N2014120439000192.caj"	"yearbooks/N2014120439000192.pdf"	"yearbooks/N2014120439000192.xls"	"192"
"12-12 各地区农村社会救济费和自然灾害救济费"	"12 农村文化、教育、卫生及社会服务"	"287"	"N2014120439000193"	"2014"	"yearbooks/N2014120439000193.caj"	"yearbooks/N2014120439000193.pdf"	"yearbooks/N2014120439000193.xls"	"193"
"13 国有农场"	"13 国有农场"	"289+291-301"	"N2014120439000194"	"2014"	"yearbooks/N2014120439000194.caj"	"yearbooks/N2014120439000194.pdf"		"194"
"13-1 农垦系统国有农场基本情况"	"13 国有农场"	"291"	"N2014120439000195"	"2014"	"yearbooks/N2014120439000195.caj"	"yearbooks/N2014120439000195.pdf"	"yearbooks/N2014120439000195.xls"	"195"
"13-2 各地区农垦系统国有农场基本情况"	"13 国有农场"	"292-294"	"N2014120439000196"	"2014"	"yearbooks/N2014120439000196.caj"	"yearbooks/N2014120439000196.pdf"	"yearbooks/N2014120439000196.xls"	"196"
"13-3 农垦系统国有农场种植业生产情况"	"13 国有农场"	"295"	"N2014120439000197"	"2014"	"yearbooks/N2014120439000197.caj"	"yearbooks/N2014120439000197.pdf"	"yearbooks/N2014120439000197.xls"	"197"
"13-4 各地区农垦系统国有农场农作物主要产品产量"	"13 国有农场"	"296"	"N2014120439000198"	"2014"	"yearbooks/N2014120439000198.caj"	"yearbooks/N2014120439000198.pdf"	"yearbooks/N2014120439000198.xls"	"198"
"13-5 农垦系统国有农场茶、桑、果、林业生产情况"	"13 国有农场"	"297"	"N2014120439000199"	"2014"	"yearbooks/N2014120439000199.caj"	"yearbooks/N2014120439000199.pdf"	"yearbooks/N2014120439000199.xls"	"199"
"13-6 各地区农垦系统国有农场茶、果、干胶、林业生产情况"	"13 国有农场"	"298"	"N2014120439000200"	"2014"	"yearbooks/N2014120439000200.caj"	"yearbooks/N2014120439000200.pdf"	"yearbooks/N2014120439000200.xls"	"200"
"13-7 农垦系统国有农场畜牧业、渔业生产情况"	"13 国有农场"	"299"	"N2014120439000201"	"2014"	"yearbooks/N2014120439000201.caj"	"yearbooks/N2014120439000201.pdf"	"yearbooks/N2014120439000201.xls"	"201"
"13-8 各地区农垦系统国有农场畜牧业、渔业生产情况"	"13 国有农场"	"300-301"	"N2014120439000202"	"2014"	"yearbooks/N2014120439000202.caj"	"yearbooks/N2014120439000202.pdf"	"yearbooks/N2014120439000202.xls"	"202"
"14 区域农村经济"	"14 区域农村经济"	"303+305-345"	"N2014120439000203"	"2014"	"yearbooks/N2014120439000203.caj"	"yearbooks/N2014120439000203.pdf"		"203"
"一、分类型区域农村经济情况"	"14 区域农村经济"	"305-315"	"N2014120439000204"	"2014"	"yearbooks/N2014120439000204.caj"	"yearbooks/N2014120439000204.pdf"		"204"
"14-1-1 黄淮海地区农村经济情况"	"14 区域农村经济"	"305"	"N2014120439000205"	"2014"	"yearbooks/N2014120439000205.caj"	"yearbooks/N2014120439000205.pdf"	"yearbooks/N2014120439000205.xls"	"205"
"14-1-2 长江中下游地区农村经济情况"	"14 区域农村经济"	"306"	"N2014120439000206"	"2014"	"yearbooks/N2014120439000206.caj"	"yearbooks/N2014120439000206.pdf"	"yearbooks/N2014120439000206.xls"	"206"
"14-1-3 黄土高原地区农村经济情况"	"14 区域农村经济"	"307"	"N2014120439000207"	"2014"	"yearbooks/N2014120439000207.caj"	"yearbooks/N2014120439000207.pdf"	"yearbooks/N2014120439000207.xls"	"207"
"14-1-4 民族地区农村经济情况"	"14 区域农村经济"	"308"	"N2014120439000208"	"2014"	"yearbooks/N2014120439000208.caj"	"yearbooks/N2014120439000208.pdf"	"yearbooks/N2014120439000208.xls"	"208"
"14-1-5 扶贫工作重点县农村经济情况"	"14 区域农村经济"	"309"	"N2014120439000209"	"2014"	"yearbooks/N2014120439000209.caj"	"yearbooks/N2014120439000209.pdf"	"yearbooks/N2014120439000209.xls"	"209"
"14-1-6 丘陵地区农村经济情况"	"14 区域农村经济"	"310"	"N2014120439000210"	"2014"	"yearbooks/N2014120439000210.caj"	"yearbooks/N2014120439000210.pdf"	"yearbooks/N2014120439000210.xls"	"210"
"14-1-7 山区县农村经济情况"	"14 区域农村经济"	"311"	"N2014120439000211"	"2014"	"yearbooks/N2014120439000211.caj"	"yearbooks/N2014120439000211.pdf"	"yearbooks/N2014120439000211.xls"	"211"
"14-1-8 平原地区农村经济情况"	"14 区域农村经济"	"312"	"N2014120439000212"	"2014"	"yearbooks/N2014120439000212.caj"	"yearbooks/N2014120439000212.pdf"	"yearbooks/N2014120439000212.xls"	"212"
"14-1-9 陆地边境县农村经济情况"	"14 区域农村经济"	"313"	"N2014120439000213"	"2014"	"yearbooks/N2014120439000213.caj"	"yearbooks/N2014120439000213.pdf"	"yearbooks/N2014120439000213.xls"	"213"
"14-1-10 沿海开放县农村经济情况"	"14 区域农村经济"	"314"	"N2014120439000214"	"2014"	"yearbooks/N2014120439000214.caj"	"yearbooks/N2014120439000214.pdf"	"yearbooks/N2014120439000214.xls"	"214"
"14-1-11 华南地区农村经济情况"	"14 区域农村经济"	"315"	"N2014120439000215"	"2014"	"yearbooks/N2014120439000215.caj"	"yearbooks/N2014120439000215.pdf"	"yearbooks/N2014120439000215.xls"	"215"
"二、西部大开发12省(区、市)农村经济情况"	"14 区域农村经济"	"316-345"	"N2014120439000216"	"2014"	"yearbooks/N2014120439000216.caj"	"yearbooks/N2014120439000216.pdf"		"216"
"14-2-1 西部大开发12省(区、市)农业机械拥有量"	"14 区域农村经济"	"316"	"N2014120439000217"	"2014"	"yearbooks/N2014120439000217.caj"	"yearbooks/N2014120439000217.pdf"	"yearbooks/N2014120439000217.xls"	"217"
"14-2-2 西部大开发12省(区、市)农村电力和农田水利建设情况"	"14 区域农村经济"	"316"	"N2014120439000218"	"2014"	"yearbooks/N2014120439000218.caj"	"yearbooks/N2014120439000218.pdf"	"yearbooks/N2014120439000218.xls"	"218"
"14-2-3 西部大开发12省(区、市)农用化肥、农膜、柴油和农药使用量"	"14 区域农村经济"	"317"	"N2014120439000219"	"2014"	"yearbooks/N2014120439000219.caj"	"yearbooks/N2014120439000219.pdf"	"yearbooks/N2014120439000219.xls"	"219"
