"id"	"机构编号"	"规范名称"	"英文名称"	"其他名称"	"成立年份"	"机构类型"	"所在地区"	"上级单位"	"机构简介"	"英文简介"	"研究领域"	"学科分类"	"人才队伍"	"机构设置"	"科技平台"	"主要成果"	"主办期刊"	"通讯地址"	"邮政编码"	"联系电话"	"电子邮箱"	"传真"	"网址"
"388"	"48"	"成都市园林科学研究所"	"无"	"成都市植物园"	"1983"	"科研机构"	"四川省成都市金牛区"	"成都市林业和园林管理局"	"成都市园"	"无"	"园林植物、花卉栽培、繁育病虫害防治、植物种质基因移地保护、植物引种驯化"	"S68 观赏园艺（花卉和观赏树木）S43 病虫害及其防治"	"园内（成"	"成都市植"	"无"	"20多年"	"无"	"四川省成都市北郊天回镇"	"610083"	"028-83583439"	"cdzwy@cdzwy.com"	"028-83585552"	" "
"389"	"14"	"浙江海洋学院"	"Zhejiang Ocean University"	" "	"1958"	"高等院校"	"浙江省舟山市"	"浙江省"	"浙江海洋"	"Foun"	"水产、水产养殖、水生生物学、水产品加工、功能食品、水产捕捞、农产品质量安全、渔业工程。"	"S9"	"教职工1"	"现有12"	"5个浙江"	"历史上曾"	"《浙江海"	"浙江省舟山市临城新区长峙岛海大南路1号"	"316002"	"0580-2550008；0580-2550009"	" zjhyxy@zjou.edu.cn"	"0580-2551319；0580-8180632"	" "
"390"	"5"	"四川农业大学玉米研究所"	"Maize Research Institute of Sichuan University"	"四川农业大学玉米研究中心;;四川农业大学玉米所"	"1963"	"教学科研机构"	"四川省雅安市"	"四川农业大学"	"四川农业"	"Maiz"	"主要从事作物遗传育种和生物化学与分子生物学领域内的教学与科研工作。"	"S513 玉米"	"。全所现"	"管理机构"	" "	"四川农业"	" "	"地址[四川省雅安市新康路46号 
 成都市温江区惠民路211号"	"雅安校区：6"	"雅安：0835-2882455
成都：028-86290916"	"rongyms@163.com"	"成都:028-86290916"	" "
"391"	"179"	"中国养蜂学会"	"Apicultural Science Association of China"	"缩写ASAC"	"1979年"	"学协会组织"	"北京市海淀区"	"农业部"	"中国养蜂"	" "	"养蜂学"	"S89"	"拥有个人"	"分支机构"	" "	" "	" "	"北京市海淀区香山卧佛寺西侧中国养蜂学会"	"100093"	"010-62591620,62592274"	"china-apiculture@263.net"	"010-62591620"	" "
"392"	"39"	"南京农业大学"	"NANJING AGRICULTURAL UNIVERSITY"	" "	"1902"	"高等院校"	"江苏南京"	"教育部"	"南京农业"	"Nanj"	"是一所以农业和生命科学为优势和特色，农、理、经、管、工、文、法学多学科协调发展的教育部直属全国重点大学"	" "	"国家教学"	"截至20"	"截至20"	"2006"	"《南京农"	"中国南京卫岗1号"	"210095"	"86-25-84395366"	" "	" "	" "
"393"	"188"	"北京林业大学林学院"	"The College of Forestry of Beijing Forestry University"	" "	"1952年"	"高等院校"	"北京市海淀区"	"北京林业大学"	"林学院是"	" "	"林业"	"S7"	"学院现有"	"学院下设"	"学院建有"	"学院一直"	" "	"北京市海淀区清华东路35号"	"100083"	"010-62338230"	" "	" "	" "
"394"	"18"	"北京农学院经济管理学院"	"Economics and Management School of Beijing University of Agriculture"	" "	" "	"高等院校"	"北京市昌平区"	"北京农学院"	"北京农学"	" "	"农业经济"	"F3"	"现有教职"	"学院下设"	"经过30"	"学院近三"	" "	"北京市昌平区回龙观镇北农路7号"	"102206"	"010-80799142"	" "	"010-80799151"	" "
"395"	"6"	"长安大学"	"CHANGAN UNIVERSITY"	" "	"1951"	"高等院校"	"陕西省西安市"	"教育部"	"长安大学"	" "	"以工为主，理工结合，人文社会科学与基础学科协调发展"	" "	"学校现有"	"党群部门"	"学校有2"	"截至20"	"学校编辑"	"西安市南二环路中段"	"710064"	"86-029-82338114"	" "	" "	" "
"396"	"1"	"中国水产科学研究院黄海水产研究所"	"Yellow Sea Fisheries Research Institute , Chinese Academy of Fishery Sciences"	"中国水科院黄海所；YSFRI-CAFS"	"1947.1"	"科研机构"	"青岛市市南区"	"中国水产科学研究院"	" 中国水"	" Yel"	"在海洋可捕资源评估与生态系统、海水养殖生态与容纳量、种质资源与工程育种、海水养殖生物疾病控制与分子病理学、海洋产物资源与酶工程、海洋渔业环境与生物修复、水产品安全与质量检测、海水鱼类养殖与设施渔业、食品工程与营养、水产基因组与细胞工程、渔业经济与战略研究等方面开展创新性研究"	"S9"	"    "	"    "	"   至"	"    "	"    "	"山东省青岛市市南区南京路106号"	"266071"	"0532-85836200"	"office@ysfri.ac.cn"	"0532-85811514"	" "
"397"	"169"	"中国食用菌协会"	"China Edible Fungi Association"	"缩写CEFA"	"1987年"	"学协会组织"	"北京市西城区"	"中华全国供销合作总社"	"中国食用"	" "	"蔬菜园艺;;食用菌"	"S646"	" "	"协会内设"	" "	" "	"编辑出版"	"北京市西城区复兴门内大街45号"	"100801"	"010-66031186,66030828,66030506"	"shiyongjun@chinacoop.gov.cn"	"010-66031186,66030828,66030506"	" "
"398"	"223"	"顺义区农机维修服务站"	" "	"北京黎明牧草种植服务社"	" "	"其他"	"北京市顺义区"	"顺义区农机服务中心"	"顺义区农"	" "	"农业机械及农具"	"S22"	"现有在职"	" "	"拥有各种"	" "	" "	"北京市顺义区府前东街沿长线俸伯路口北200米"	"101300"	"010-89472688"	" "	" "	" "
"399"	"92"	"农业部规划设计研究院农业发展与投资研究所"	" "	" "	"2006年"	"科研机构"	"北京市朝阳区"	"农业部规划设计研究院"	"农业发展"	" "	"从事农业宏观经济与政策、农业发展战略、农业投资政策与管理等领域的研究"	"F3"	"研究所现"	" "	" "	"（一）研"	" "	"北京市朝阳区麦子店街41号"	"100125"	"010-65910066"	" "	"010-65005388"	" "
"400"	"220"	"延庆县农村合作经济经营管理站"	" "	" "	"1983年"	"科研机构"	"北京市延庆县"	"北京市延庆县人民政府"	"延庆县农"	" "	"农业经济"	"F32"	" "	"单位内设"	" "	" "	" "	"北京市延庆县西街2号"	"102100"	"010-69149234"	" "	" "	" "
"401"	"167"	"中国肉类协会"	"China Meat Association"	"缩写CMA"	"1993年"	"学协会组织"	"北京市西城区"	"中国商业联合会"	"（简称中"	"Chin"	"食品加工与保藏"	"TS25"	"协会现有"	"协会下设"	" "	" "	" "	"北京市西城区复兴门内大街45号"	"100801"	"010-66095157"	"chinameat@sina.com"	"010-66033686"	" "
"402"	"59"	"青海湖裸鲤救护中心"	"The Rescues Center of Qinghai-lake Naked Carp"	" "	"2003"	"科研机构"	"青海省西宁市"	"青海省农牧厅"	"青海湖裸"	" "	"水产养殖学、水生生物学、渔业资源、渔业生态"	"S9"	"现有在职"	"下设综合"	"1个省级"	" "	" "	"青海省西宁市宁张路83号"	"810016"	"0971－5310395"	" "	" "	" "
"403"	"37"	"房山区农业机械研究所"	" "	" "	" "	"科研机构"	"北京市房山区"	"房山区种植业服务中心"	"职能介绍"	" "	"农业机械及农具"	"S22"	" "	" "	" "	" "	" "	"北京市房山区良乡西路24号"	"102488"	" "	" "	" "	" "
"404"	"183"	"中国种子协会"	"China National Seed Association"	"缩写CNSA"	"1980年"	"学协会组织"	"北京市朝阳区"	"农业部"	"中国种子"	" "	"农作物品种"	"S32"	" "	"中国种子"	" "	" "	" "	"北京市朝阳区麦子店街农业部北区20号楼232室"	"100125"	"010-59194250"	"cnsa@agri.gov.cn"	" "	" "
"405"	"87"	"国家玉米改良中心"	"National Maize Improvement Center"	" "	"1998年"	"高等院校"	"北京市海淀区"	"中国农业大学"	"为了加强"	" "	"育种资源的改良与创新、基因工程技术与应用、分子标记技术与应用、玉米基因组学和新品种选育。"	"S32;;S33"	"现有工作"	" "	" "	"育种资源"	" "	"北京市海淀区圆明园西路2号"	"100193"	" "	" "	" "	" "
"406"	"44"	"云南省水产研究所"	"Yunnan Academy of Fishery Sciences"	" "	"1964"	"科研机构"	"云南省昆明市"	"云南省农业厅"	"云南省渔"	" "	"水产、淡水鱼、水产养殖、观赏鱼、动物疫病防控、渔业生态、农产品质量安全、水产品、环境监测与评价。"	"S9"	"全院共有"	"下设观赏"	"农业部批"	" "	" "	"云南省昆明市西山区碧鸡镇高峣村66号"	"650111"	"0871-4145331"	" "	" "	" "
"407"	"25"	"浙江海洋水产养殖研究所"	"Zhejiang Mariculture Research Institute"	" "	"1953"	"科研机构"	"浙江省温州市"	"浙江省海洋与渔业局"	"浙江省海"	"Zhej"	"水产、水生生物学、水产养殖、渔业资源环境、水产保护、水产生物技术、海水鱼、贝类、虾、蟹。"	"S9"	"全所实有"	"下设5个"	"1个省级"	"建所50"	" "	"浙江省温州市河通桥6-1号"	"325000"	"0577-88210217"	" "	" "	" "
"408"	"4"	"四川农业大学动物营养研究所"	"Animal Nutrition Institute, Sichuan Agricultural University"	"川农动物营养研究所；IAN-SICAU"	"1986"	"教学科研机构"	"四川省成都市温江区"	"四川农业大学"	"四川农业"	"Anim"	"研究所主要从事猪、禽、反刍动物和水生动物的营养物质代谢、营养需要、营养调控、饲料营养价值评定、饲料加工配制技术以及交叉领域如营养与免疫、分子营养、营养与微生态学、抗病营养等的研究。"	"动物营养学、S963 水产动物饵料及其营养"	"现有专职"	"四川农业"	"研究所拥"	"研究所先"	"无"	"成都校区地址：四川省成都市温江区惠民路211号四川农业大学动物营养研究所 
雅安校区地址：四川省雅安市雨城区新康路46号四川农业大学动物营养研究所"	"成都校区61"	"成都校区86-028-86290920

雅安校区86-0835-2885065"	"无"	"成都校区86-028-86290920
雅安校区86-0835-2885065"	" "
"409"	"29"	"湖南师范大学"	"Hunan Normal University"	"湖南师大"	"1938年"	"高等院校"	"湖南长沙"	"湖南省教育厅"	" "	" "	"哲、经、法、教、文、史、理、工、农、医、管、艺等12大学科门类"	" "	"学校现有"	"学校设有"	" "	" "	"《湖南师"	"?湖南省长沙市潇湘中路122号"	"?41008"	"0731-88872151"	"xww@hunnu.edu.cn    info@hunnu.edu.cn"	" "	" "
"410"	"50"	"青海省渔业环境监测站"	"Qinghai Provincial Fishery Environmental Monitoring Center"	" "	"2003"	"科研机构"	"青海省西宁市"	"青海省农牧厅"	"青海省渔"	" "	"水生生物学、水产养殖、渔业资源环境、监测与评价、鲑鱼。"	"S9"	"现有在职"	"下设办公"	"青海省高"	" "	" "	"青海省西宁市南川西路129号"	"810001"	"0971-6259254"	" "	" "	" "
"411"	"19"	"北京农药学会"	" "	" "	"1979年"	"学协会组织"	"北京市朝阳区"	"挂靠农业部农药检定所"	"北京农药"	" "	"农药"	"S48"	"北京农药"	"下设4个"	" "	"　　完成"	" "	"北京市朝阳区麦子店街22号楼农药检定所315室"	"100125"	"010-65937010"	"linyan@agri.gov.cn"	" "	" "
"412"	"7"	"北京绿能经济植物研究所"	" "	" "	" "	"公司企业"	"北京市昌平区"	" "	"北京绿能"	" "	"经济作物"	"S56"	"聘请第一"	" "	" "	"我所的研"	" "	"北京市昌平区一街石坊沿胡同9号"	"102200"	"010-897408232 010-62599983"	"zhaohuili@hotmail.com"	"010-62599983"	" "
"413"	"41"	"中国农业科学院"	"Chinese Academy of Agricultural Sciences"	"中国农科院;;CAAS"	"1957"	"科研机构"	"北京市海淀区"	"中国农业部"	"农业科学"	"The "	"研究领域主要覆盖了我国主要农作物、畜禽与特种经济动物的遗传育种、栽培饲养、疾病防治、产后加工、质量标准与检测、农业经济与农村发展、农业可持续发展与环境保护、农业工程以及农业高新技术研究等学科领域。"	" "	"现有职工"	"全院拥有"	"中国农业"	"农科院建"	" "	"北京市海淀区中关村南大街12号中国农业科学院"	"100081"	"010-82109398"	" "	" "	" "
"414"	"7"	"四川农业大学小麦研究所"	"Sichuan Agricultural Uniersity?Institute of Wheat"	"川农大小麦研究所;;四川农业大学小麦所"	"1984"	"教学科研机构"	"四川省成都市温江区"	"四川农业大学"	"四川农业"	"Sich"	"小麦分子遗传与基因工程育种、小麦细胞遗传与染色体工程育种、小麦族系统学与资源利用"	"S512.1 小麦"	"现有教职"	"小麦研究"	"无"	"获省部级"	"无"	"四川省都江堰市四川农业大学小麦研究所"	"611830"	"028-87283949"	"Sicautri@yahoo.com.cn"	"028-87279124"	" "
"415"	"55"	"河南师范大学水产学院"	"Fisheries College,Henan Normal University"	" "	"1983"	"高等院校"	"河南省新乡市"	" "	"河南师范"	" "	"水产、水产养殖、水产遗传育种、水产动物营养和饲料、水产动物医学、水产生物技术、水生生物学、水产资源微生物、水产动物功能基因组学、渔业资源环境、渔业生态、农产品质量安全、质量检测、环境监测与评价"	"S9"	"学院现有"	"下设水产"	"1个省级"	"30年来"	" "	"河南省新乡市建设路46号"	"453007"	"0373－3328682"	" "	" "	" "
"416"	"62"	"北京市农业机械试验鉴定推广站"	" "	" "	"1978年"	"科研机构"	"北京市丰台区"	"北京市农业局"	"北京市农"	" "	" "	" "	"　　职工"	"下设10"	"　　有各"	"北京市农"	" "	"北京市丰台区南方庄甲６０号"	"100079"	"010-59198692"	"chinanongji@163.com"	" "	" "
"417"	"24"	"北京市大兴区农业技术推广站"	" "	" "	" "	"科研机构"	"北京市大兴区"	"北京市大兴区种植业服务中心"	"北京市大"	" "	"农业技术推广"	"S035"	"　　职工"	"下设五个"	" "	" "	" "	"北京市大兴区市场东巷甲5号"	"102699"	"010-69243927"	" "	" "	" "
"418"	"20"	"攀枝花市仁和区农牧局"	"Panzhihua Renhe District Agriculture & Animal Husbandry Administration Bureau"	"攀枝花仁和农牧局"	"1996"	"行政机关"	"四川省攀枝花市仁和区"	"攀枝花市仁和区人民政府"	"仁和区农"	"无"	"主管农业、畜牧业、农村经济工作、农村扶贫开发工作和农村救灾工作"	"S农业科学
S3农学(农艺学)
S81普通畜牧学"	"全局有职"	"设有局办"	"农牧局下"	"2013"	"无"	"四川省攀枝花市仁和区大道南段1735号"	"617061"	"0812-2906399"	"无"	"0812-2901777"	" "
"419"	"98"	"农业部牧草与草坪草种子质量监督检验测试中心（北京）"	" "	"北京农业大学牧草种子实验室;;中国农业大学牧草种子实验室"	"1989年"	"科研机构"	"北京市海淀区"	"农业部"	"根据农业"	" "	"饲料作物、牧草"	"S54"	"目前中心"	" "	"拥有建筑"	"依托“牧"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62732311,62732793"	" "	" "	" "
"420"	"52"	"宁夏回族自治区水产研究所"	"Ningxia Academy of Fishery Sciences"	" "	"1954"	"科研机构"	"宁夏回族自治区宁夏市"	"宁夏回族自治区农牧厅"	"成立于1"	" "	"水产、淡水渔业、水产养殖。"	"S9"	"现有在职"	"下设科研"	"宁夏渔业"	"五十多年"	" "	"宁夏银川市兴庆区北京东路北安巷30号"	" "	"0951-6725041"	" "	"0951-6725041"	" "
"421"	"2"	"中国农业科学院植物保护研究所"	"Institute of Plant Protection, Chinese Academy of Agricultural Sciences "	"中国农科院植保所;;IPP-CAAS"	"1957"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	"Inst"	"植物保护、农业昆虫学、植物病理学、生物防治、农药学、有害生物防控、杂草科学、植物基因组学、质量检测"	" "	"现有在职"	"下设10"	"研究所构"	"2006"	"研究所主"	"北京市海淀区圆明园西路2号"	"100193"	"010-62815905"	"webinfo@ippcaas.cn"	" "	" "
"422"	"51"	"四川省农业科学院蚕业研究所"	"The Sericultural Research Insitute,Sichuan Academy of Agricultural Sciences,Nanchong Sichuan"	"四川省农科院蚕业研究所；四川省农科院蚕业所"	"1936"	"科研机构"	"四川省南充市顺庆区"	"四川省农业科学院"	"四川省农"	"无"	"优质高产蚕桑、牧草、畜禽新品种选育及配套养殖技术研究和推广"	"S88 蚕、桑"	"现有职工"	"科研机构"	"无"	"近年来，"	"无"	"四川省南充市顺庆区合众街52号"	"637000"	"0817-2222642"	"sccys@sina.com"	"0817-2222642"	" "
"423"	"8"	"华中农业大学"	"Huazhong Agricultural University"	" "	"1898"	"高等院校"	"湖北省武汉市"	"教育部"	"华中农业"	"Loca"	"以农科为优势，以生命科学为特色，农、理、工、文、法、经、管等多学科相结合"	" "	"现有教职"	"设有植物"	"现有国家"	"2006"	" "	"南湖狮子山街一号"	"430070"	"86-27-87282027"	" "	"86-27-87384670"	" "
