"id"	"叶身"	"花瓣数"	"叶尖"	"抗旱性"	"叶面"	"种子成熟期"	"叶肉厚"	"叶基"	"水浸出物"	"叶质"	"发芽日期"	"种径大小"	"新梢颜色"	"芽叶色泽"	"抗根结线虫"	"资源类型"	"茶多酚"	"咖啡碱"	"百粒重"	"抗云纹叶枯"	"叶齿密度"	"花瓣大小"	"品种名称"	"有效积温"	"叶色"	"叶齿深度"	"芽叶展开态"	"成茶香气"	"花瓣色泽"	"芽叶隆起性"	"儿茶素总量"	"繁殖方式"	"儿茶素一"	"柱头裂位"	"儿茶素三"	"叶宽"	"儿茶素四"	"花梗长度"	"红茶总分"	"儿茶素五"	"花萼数"	"种皮色泽"	"叶姿"	"茶果形状"	"抗寒性"	"科名"	"雌雄高比"	"树姿"	"新梢长度"	"统一编号"	"适制性"	"发芽密度"	"酯酶谱带数"	"栅栏组织厚"	"始花期"	"新梢茸毛"	"叶脉对数"	"新梢重量"	"丰产性"	"花柱长度"	"原产地"	"海绵组织厚"	"萜烯指数"	"叶形"	"种苗来源"	"属名"	"新梢密度"	"省"	"树型"	"乌龙茶总分"	"抗白星病"	"叶齿锐度"	"花萼色泽"	"抗螨类"	"花萼茸毛"	"柱头裂数"	"节间长度"	"抗小绿叶蝉"	"儿茶素二"	"抗轮斑病"	"叶缘"	"学名"	"树高"	"叶长"	"花冠直径"	"保存单位"	"盛花期"	"氨基酸"	"雄蕊数目"	"绿茶总分"	"倍数性"	"子房茸毛"	"生产力指数"	"苞片有无"	"分枝密度"	"芽叶茸毛"	"成茶滋味"	"结实性"
"345"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉701"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.8"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"12.2"	"00000198"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"39.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"14.0"	"3.2"	"贵州省茶科所 (黔020)"	"11/01-11/30"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"346"	"平展"	"6.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"45.41"	"柔软"	"晚"	"1.4"	"淡绿"	"--"	"--"	"育成品种"	"37.45"	"4.70"	"166.70"	"--"	"稀"	"--"	"黔眉419"	"--"	"深绿"	"浅"	"--"	"--"	"--"	"--"	"185.06"	"无性系"	"--"	"浅裂"	"--"	"5.5"	"--"	"--"	"--"	"--"	"5.0"	"--"	"稍上斜"	"--"	"强"	"Theaceae(山茶科)"	"中"	"半开张"	"7.2"	"00000199"	"红茶"	"--"	"--"	"--"	"--"	"少"	"9"	"71.0"	"高"	"1.40"	"黔湄潭"	"--"	"--"	"椭圆"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"高抗"	"多"	"3裂"	"4.6"	"--"	"--"	"--"	"微波"	"--"	"--"	"13.7"	"3.5"	"贵州省茶科所 (黔021)"	"10/21-10/31"	"1.89"	"--"	"--"	"--"	"多"	"--"	"--"	"中"	"--"	"--"	"--"
"347"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉311"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.9"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"9.5"	"00000200"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"97.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"长椭圆"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"13.6"	"3.3"	"贵州省茶科所 (黔022)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"348"	"--"	"6.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉415"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.7"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"--"	"7.4"	"00000201"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"67.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"长椭圆"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.5"	"3.3"	"贵州省茶科所 (黔023)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"349"	"--"	"6.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"56.11"	"--"	"晚"	"1.6"	"淡绿"	"--"	"--"	"育成品种"	"--"	"--"	"105.00"	"--"	"--"	"--"	"黔眉502"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.6"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"7.5"	"00000202"	"红茶"	"--"	"--"	"--"	"--"	"少"	"8"	"84.0"	"高"	"1.40"	"黔湄潭"	"--"	"--"	"卵圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"4.1"	"--"	"--"	"--"	"波"	"--"	"--"	"12.8"	"3.6"	"贵州省茶科所 (黔024)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"浓涩"	"--"
"350"	"--"	"7.0"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"56.98"	"--"	"迟"	"--"	"绿"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉412"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.6"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"7.4"	"00000203"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"78.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"卵圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.4"	"3.6"	"贵州省茶科所 (黔025)"	"10/11-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"351"	"--"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"53.11"	"--"	"迟"	"--"	"淡绿"	"--"	"--"	"育成品种"	"37.65"	"--"	"--"	"--"	"--"	"--"	"黔眉204"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.7"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"低"	"半开张"	"6.4"	"00000204"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"57.0"	"高"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.3"	"3.4"	"贵州省茶科所 (黔026)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"352"	"--"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉205"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.5"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"6.9"	"00000205"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"70.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.5"	"3.6"	"贵州省茶科所 (黔027)"	"10/06-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"353"	"--"	"5.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉306"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.1"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"8.7"	"00000206"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"92.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.0"	"4.2"	"贵州省茶科所 (黔028)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"354"	"--"	"5.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉416"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.3"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"7.3"	"00000207"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"76.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.6"	"4.2"	"贵州省茶科所 (黔029)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"355"	"--"	"6.0"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"湄秋云"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.6"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"6.5"	"00000209"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"72.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.8"	"4.4"	"贵州省茶科所 (黔031)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"356"	"--"	"6.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"秋水仙号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.4"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"5.1"	"00000210"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"62.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.5"	"3.9"	"贵州省茶科所 (黔032)"	"10/11-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"357"	"--"	"6.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"湄滇桂"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.4"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"6.9"	"00000211"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"9.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.4"	"4.0"	"贵州省茶科所 (黔033)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"358"	"--"	"5.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"滇桂4号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.0"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"7.2"	"00000212"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"78.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.2"	"3.3"	"贵州省茶科所 (黔034)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"359"	"--"	"5.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"黄绿"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"滇桂3号"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.5"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.5"	"00000213"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"62.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.2"	"3.9"	"贵州省茶科所 (黔035)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"360"	"--"	"6.0"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"瓜子3号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.4"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.1"	"00000214"	"绿茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"52.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.1"	"3.7"	"贵州省茶科所 (黔036)"	"10/06-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"361"	"--"	"6.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"滇桂3号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.3"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"8.1"	"00000215"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"87.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.1"	"4.1"	"贵州省茶科所 (黔037)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"362"	"--"	"6.0"	"--"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"瓜子1号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.6"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"4.5"	"00000216"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"54.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.8"	"3.5"	"贵州省茶科所 (黔038)"	"10/06-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"363"	"--"	"5.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"53.34"	"--"	"迟"	"--"	"淡绿"	"--"	"--"	"品系"	"33.98"	"--"	"--"	"--"	"--"	"--"	"黔湄101"	"--"	"黄绿"	"--"	"--"	"中"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"2.7"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"中"	"Theaceae(山茶科)"	"高"	"半开张"	"6.5"	"00000217"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"63.0"	"高"	"--"	"黔湄潭"	"--"	"--"	"--"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"4.0"	"--"	"--"	"--"	"--"	"--"	"--"	"6.9"	"--"	"贵州省茶科所 (黔039)"	"10/16-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"密"	"--"	"浓醇"	"--"
"364"	"--"	"7.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"47.78"	"--"	"--"	"--"	"--"	"--"	"长波绿"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.0"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"中"	"Theaceae(山茶科)"	"中"	"半开张"	"8.0"	"00000245"	"红茶"	"--"	"--"	"--"	"--"	"多"	"8"	"60.0"	"高"	"--"	"湘长沙"	"--"	"--"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.2"	"3.3"	"湖南省茶科所 (湘020)"	"11/11-11/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"
"365"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"槠叶齐9号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.1"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"中"	"Theaceae(山茶科)"	"中"	"半开张"	"5.8"	"00000246"	"红茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"65.0"	"--"	"--"	"湘长沙"	"--"	"--"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.0"	"3.6"	"湖南省茶科所 (湘021)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"366"	"--"	"6.0"	"骤尖"	"中"	"强隆"	"--"	"--"	"--"	"36.06"	"柔软"	"迟"	"--"	"--"	"--"	"--"	"株系"	"25.43"	"--"	"--"	"--"	"--"	"--"	"涟源1号"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"179.26"	"无性系"	"--"	"--"	"--"	"4.7"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"中"	"Theaceae(山茶科)"	"中"	"半开张"	"6.8"	"00000247"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"33.1"	"--"	"--"	"湘涟源"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.9"	"3.0"	"湘涟源茶场 (湘022)"	"11/11-11/20"	"1.06"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"367"	"--"	"6.0"	"圆尖"	"中"	"平"	"--"	"--"	"--"	"38.24"	"较脆"	"迟"	"--"	"--"	"--"	"--"	"株系"	"26.73"	"--"	"--"	"--"	"--"	"--"	"涟源2号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"181.42"	"无性系"	"--"	"--"	"--"	"5.4"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"中"	"Theaceae(山茶科)"	"低"	"半开张"	"6.6"	"00000248"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"31.4"	"--"	"--"	"湘涟源"	"--"	"--"	"圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.8"	"3.0"	"湘涟源茶场 (湘023)"	"11/11-11/20"	"1.39"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"368"	"--"	"7.0"	"骤尖"	"中"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"涟源奇曲"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.2"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"中"	"Theaceae(山茶科)"	"中"	"开张"	"5.4"	"00000249"	"绿茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"24.4"	"--"	"--"	"湘涟源"	"--"	"--"	"椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.2"	"3.8"	"湘涟源茶场 (湘024)"	"11/21-11/30"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"369"	"--"	"7.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"黄绿"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"大尖叶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.5"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"半开张"	"8.2"	"00000250"	"红茶"	"--"	"--"	"--"	"--"	"多"	"8"	"37.5"	"--"	"--"	"湘长沙"	"--"	"--"	"披针"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.1"	"4.4"	"湖南省茶科所 (湘025)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"
"370"	"--"	"5.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"涟源11号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.8"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.8"	"00000251"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"26.4"	"--"	"--"	"湘长沙"	"--"	"--"	"长椭圆"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.1"	"3.0"	"湘涟源茶场 (湘026)"	"11/11-11/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"371"	"--"	"9.0"	"圆尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"涟源10号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.1"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"6.2"	"00000252"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"30.9"	"--"	"--"	"湘长沙"	"--"	"--"	"--"	"--"	"Camellia(山茶属)"	"--"	"湖南"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.8"	"3.5"	"湘涟源茶场 (湘027)"	"11/21-11/30"	"--"	"--"	"--"	"--"	"无"	"--"	"--"	"--"	"--"	"--"	"--"
