"id"	"棉铃虫"	"棉酚"	"生长势"	"生育期"	"果枝节位"	"短绒色"	"单宁"	"棉红蜘蛛"	"株形"	"苞外蜜腺"	"白度"	"叶厚度"	"花药色"	"东经"	"统一编号"	"叶片大小"	"属名"	"茎色"	"叶蜜腺"	"花冠色"	"铃形"	"花大小"	"跨长"	"麦克隆值"	"北纬"	"种仁脂肪"	"黄萎病"	"棉毒素"	"原产地"	"主茎硬度"	"果枝数"	"气流纱支数"	"叶色"	"耐涝性"	"环纺纱号数"	"单株铃数"	"花柱长"	"伸长百分率"	"单位编号"	"译名"	"色泽"	"果枝伸展角"	"倒伏性"	"叶形"	"果枝类型"	"杂质等级"	"茎毛"	"科名"	"种子来源地"	"品种名称"	"年"	"类别"	"气流纺指标"	"省"	"光反射率"	"保存单位"	"库编号"	"种子绒毛"	"叶绒毛"	"絮棉色"	"学名"	"高程"	"红铃虫"	"花芯色"	"枯萎病"	"铃色"	"叶枝数"	"环纺纱强力"	"样品类型"	"长度整齐度"	"子指"	"铃室数"	"蚜虫"	"铃开裂"	"耐盐性"	"耐旱性"	"铃柄长"	"苞叶形状"	"比强度"	"种仁蛋白"	"衣分"	"铃重"	"铃着生方式"	"主茎粗细"	"株高"	"图象"
"2479"	"2"	"--"	"中"	"134"	"6.9"	"灰"	"--"	"--"	"塔"	"有"	"9.1"	"厚"	"乳白"	"--"	"ZM-06221"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.7"	"4.0"	"--"	"34.50"	"S"	"有"	"美国"	"中"	"10.4"	"7"	"绿"	"--"	"9"	"10.9"	"高于"	"5.5"	"--"	"Texas mammoth"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"得州曼毛斯"	"1987"	"陆国外"	"1787"	"国外"	"76.0"	"中棉所"	"I3A01494"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"4"	"白"	"S"	"绿"	"2.3"	"116"	"国外"	"46.1"	"11.4"	">3"	"1"	"畅"	"抗"	"抗"	"中"	"心脏"	"19.4"	"39.50"	"37.20"	"6.10"	"单生"	"中"	"79.6"	"--"
"2480"	"--"	"--"	"强"	"129"	"5.7"	"灰"	"--"	"--"	"塔"	"无"	"9.4"	"中"	"乳白"	"--"	"ZM-06222"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.4"	"3.8"	"--"	"35.20"	"S"	"有"	"美国"	"中"	"14.6"	"7"	"绿"	"--"	"9"	"13.9"	"高于"	"6.6"	"--"	"Texas Acala"	"42-1"	"=45"	"不倒"	"阔叶"	"2"	"4"	"多"	"Malvaceae(锦葵科)"	"美国"	"得州爱字棉"	"1986"	"陆国外"	"1793"	"国外"	"72.1"	"巴州农科所"	"I3A00174"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.2"	"108"	"国外"	"47.0"	"12.4"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"19.4"	"40.80"	"37.70"	"6.90"	"单生"	"中"	"59.7"	"--"
"2481"	"--"	"--"	"中"	"150"	"6.1"	"灰"	"--"	"--"	"塔"	"有"	"9.0"	"中"	"乳白"	"--"	"ZM-06223"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.8"	"3.7"	"--"	"35.80"	"S"	"有"	"美国"	"中"	"15.0"	"7"	"绿"	"--"	"10"	"12.7"	"高于"	"5.3"	"--"	"Shafter Acala"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"夏弗特尔爱字棉"	"1987"	"陆国外"	"1816"	"国外"	"74.5"	"中棉所"	"I3A01495"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.7"	"112"	"国外"	"48.3"	"12.7"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.4"	"40.10"	"35.70"	"6.30"	"单生"	"粗"	"90.5"	"--"
"2482"	"--"	"--"	"弱"	"134"	"7.8"	"灰"	"--"	"--"	"塔"	"有"	"9.3"	"薄"	"乳白"	"--"	"ZM-06224"	"小"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.1"	"4.6"	"--"	"34.20"	"S"	"有"	"美国"	"软"	"13.0"	"6"	"绿"	"--"	"8"	"13.0"	"高于"	"5.9"	"--"	"Hi-Bred"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"海布瑞德"	"1987"	"陆国外"	"1683"	"国外"	"72.3"	"中棉所"	"I3A03620"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.3"	"97"	"国外"	"48.3"	"13.4"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"18.5"	"41.20"	"35.50"	"6.00"	"单生"	"细"	"--"	"--"
"2483"	"--"	"--"	"中"	"120"	"6.3"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"中"	"乳白"	"--"	"ZM-06225"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"26.6"	"3.3"	"--"	"37.60"	"--"	"有"	"美国"	"中"	"19.2"	"7"	"绿"	"--"	"11"	"19.6"	"低于"	"6.0"	"--"	"Misdel 1"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"密字棉1"	"1986"	"陆国外"	"1945"	"国外"	"76.4"	"江苏经作所"	"I3A00560"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"--"	"绿"	"3.8"	"127"	"国外"	"51.0"	"23.8"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.2"	"33.40"	"26.20"	"6.20"	"单生"	"中"	"118.7"	"--"
"2484"	"--"	"--"	"--"	"117"	"6.3"	"棕"	"--"	"--"	"塔"	"有"	"9.0"	"中"	"乳白"	"--"	"ZM-06226"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.5"	"3.6"	"--"	"37.70"	"--"	"有"	"美国"	"中"	"19.7"	"6"	"绿"	"--"	"9"	"23.1"	"等于"	"5.3"	"--"	"Misdel 4"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"4"	"多"	"Malvaceae(锦葵科)"	"美国"	"密字棉4"	"1986"	"陆国外"	"1736"	"国外"	"75.0"	"江苏经作所"	"I3A00561"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"--"	"绿"	"2.9"	"109"	"国外"	"48.7"	"11.8"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"18.4"	"34.20"	"28.20"	"5.30"	"单生"	"中"	"113.7"	"--"
"2485"	"--"	"--"	"强"	"133"	"5.8"	"灰"	"--"	"--"	"塔"	"无"	"10.2"	"中"	"乳白"	"--"	"ZM-06228"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.1"	"2.9"	"--"	"37.20"	"S"	"有"	"美国"	"中"	"13.3"	"7"	"绿"	"--"	"9"	"12.2"	"等于"	"5.9"	"--"	"Misdel 32M-33"	"22-1"	"=45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"密字棉32M-33"	"1986"	"陆国外"	"1799"	"国外"	"76.6"	"巴州农科所"	"I3A00175"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.1"	"107"	"国外"	"46.0"	"12.5"	">3"	"--"	"畅"	"抗"	"不抗"	"短"	"心脏"	"16.0"	"30.50"	"35.90"	"7.00"	"单生"	"中"	"58.8"	"--"
"2486"	"--"	"--"	"强"	"127"	"5.5"	"灰"	"--"	"--"	"塔"	"有"	"9.3"	"中"	"乳白"	"--"	"ZM-06230"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"24.4"	"3.8"	"--"	"35.20"	"--"	"有"	"美国"	"中"	"13.2"	"6"	"绿"	"--"	"8"	"13.9"	"低于"	"6.5"	"--"	"Lone star"	"42-1"	"=45"	"不倒"	"阔叶"	"3"	"3"	"多"	"Malvaceae(锦葵科)"	"美国"	"隆字棉"	"1986"	"陆国外"	"1753"	"国外"	"70.6"	"巴州农科所"	"I3A00176"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"1.7"	"94"	"国外"	"47.3"	"11.7"	">3"	"--"	"畅"	"抗"	"不抗"	"短"	"心脏"	"18.6"	"35.80"	"35.70"	"5.50"	"单生"	"粗"	"67.0"	"--"
"2487"	"3"	"--"	"中"	"119"	"5.9"	"灰"	"--"	"--"	"塔"	"有"	"8.3"	"中"	"乳白"	"--"	"ZM-06231"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"24.4"	"4.7"	"--"	"36.90"	"S"	"有"	"美国"	"硬"	"17.8"	"7"	"绿"	"--"	"11"	"20.7"	"高于"	"6.3"	"--"	"Lone Star 3312"	"41-1"	">45"	"不倒"	"阔叶"	"3"	"3"	"少"	"Malvaceae(锦葵科)"	"美国"	"隆字棉3312"	"1986"	"陆国外"	"1779"	"国外"	"76.8"	"江苏经作所"	"I3A00562"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"1.6"	"119"	"国外"	"54.5"	"10.9"	">3"	"2"	"畅"	"不抗"	"抗"	"中"	"心脏"	"22.6"	"37.60"	"32.96"	"5.20"	"单生"	"粗"	"123.1"	"--"
"2488"	"1"	"--"	"弱"	"114"	"5.4"	"灰"	"--"	"--"	"塔"	"有"	"8.3"	"薄"	"乳白"	"--"	"ZM-06232"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.6"	"4.2"	"--"	"34.60"	"S"	"有"	"美国"	"中"	"15.0"	"7"	"绿"	"--"	"12"	"15.5"	"高于"	"5.8"	"--"	"Tamcot SP 21"	"21-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"探科SP21"	"1986"	"陆国外"	"1928"	"国外"	"80.7"	"江苏经作所"	"I3A00563"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"1"	"白"	"S"	"绿"	"1.9"	"132"	"国外"	"51.8"	"11.7"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"23.6"	"40.00"	"37.17"	"6.00"	"单生"	"中"	"84.1"	"--"
"2489"	"3"	"--"	"中"	"114"	"--"	"灰"	"--"	"--"	"塔"	"有"	"8.0"	"中"	"乳白"	"--"	"ZM-06233"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.8"	"4.4"	"--"	"32.90"	"S"	"有"	"美国"	"中"	"--"	"6"	"绿"	"--"	"10"	"--"	"等于"	"5.8"	"--"	"Tamcot SP 37"	"31-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"探科SP37"	"1986"	"陆国外"	"1747"	"国外"	"77.9"	"江苏经作所"	"I3A00564"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"1"	"白"	"S"	"绿"	"--"	"115"	"国外"	"49.2"	"--"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"18.8"	"40.20"	"--"	"--"	"单生"	"中"	"97.7"	"--"
"2490"	"--"	"--"	"中"	"119"	"6.1"	"灰"	"--"	"--"	"塔"	"有"	"10.0"	"中"	"乳白"	"--"	"ZM-06234"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"23.1"	"5.6"	"--"	"35.50"	"S"	"有"	"美国"	"中"	"18.4"	"7"	"绿"	"--"	"9"	"21.4"	"高于"	"7.7"	"--"	"Trice"	"32-1"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"脱字棉"	"1986"	"陆国外"	"1772"	"国外"	"73.2"	"江苏经作所"	"I3A00565"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.7"	"106"	"国外"	"52.5"	"11.5"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"25.0"	"38.50"	"28.40"	"4.80"	"单生"	"中"	"101.9"	"--"
"2491"	"3"	"--"	"中"	"119"	"5.8"	"灰"	"--"	"--"	"塔"	"有"	"10.3"	"中"	"乳白"	"--"	"ZM-06235"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.4"	"4.7"	"--"	"36.80"	"S"	"有"	"美国"	"中"	"18.4"	"7"	"绿"	"--"	"10"	"19.4"	"高于"	"7.4"	"--"	"Trice (jinda)"	"32-1"	">45"	"不倒"	"阔叶"	"3"	"3"	"少"	"Malvaceae(锦葵科)"	"美国"	"脱字棉(金大)"	"1987"	"陆国外"	"1868"	"国外"	"74.3"	"江苏经作所"	"I3A02433"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"3"	"白"	"S"	"绿"	"3.5"	"118"	"国外"	"50.2"	"13.7"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"23.8"	"37.20"	"27.88"	"5.20"	"单生"	"中"	"108.5"	"--"
"2492"	"--"	"--"	"强"	"140"	"6.9"	"灰"	"--"	"--"	"塔"	"有"	"9.2"	"厚"	"乳白"	"--"	"ZM-06236"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.0"	"3.8"	"--"	"35.00"	"S"	"有"	"美国"	"中"	"14.3"	"6"	"绿"	"--"	"10"	"15.5"	"高于"	"5.6"	"--"	"Trice 2-6"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"脱字棉 2-6"	"1987"	"陆国外"	"1737"	"国外"	"76.1"	"中棉所"	"I3A01496"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.1"	"114"	"国外"	"47.4"	"12.5"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"18.2"	"42.00"	"32.20"	"5.40"	"单生"	"中"	"88.3"	"--"
"2493"	"2"	"--"	"中"	"121"	"5.7"	"棕"	"--"	"--"	"塔"	"有"	"8.7"	"中"	"乳白"	"--"	"ZM-06237"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"28.7"	"4.0"	"--"	"36.20"	"S"	"有"	"美国"	"中"	"19.2"	"7"	"绿"	"--"	"10"	"15.1"	"高于"	"6.1"	"--"	"Trice B15 (zhongda)"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"3"	"少"	"Malvaceae(锦葵科)"	"美国"	"脱字棉B15(中大)"	"1986"	"陆国外"	"1834"	"国外"	"76.7"	"江苏经作所"	"I3A00566"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"3.4"	"114"	"国外"	"45.6"	"13.8"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"20.1"	"39.10"	"29.74"	"5.60"	"单生"	"中"	"100.2"	"--"
"2494"	"2"	"--"	"中"	"125"	"6.2"	"灰"	"--"	"--"	"塔"	"有"	"9.0"	"中"	"黄"	"--"	"ZM-06238"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"28.3"	"3.8"	"--"	"35.30"	"S"	"有"	"美国"	"中"	"19.1"	"8"	"绿"	"--"	"12"	"29.5"	"高于"	"6.9"	"--"	"Trice 36 (qidong)"	"21-2"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"脱字棉36(启东)"	"1987"	"陆国外"	"2077"	"国外"	"78.4"	"江苏经作所"	"I3A02434"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"3.3"	"134"	"国外"	"47.9"	"13.8"	">3"	"1"	"畅"	"不抗"	"抗"	"中"	"心脏"	"24.6"	"39.00"	"27.50"	"5.40"	"单生"	"中"	"92.5"	"--"
"2495"	"--"	"--"	"强"	"132"	"6.2"	"棕"	"--"	"--"	"塔"	"有"	"9.9"	"中"	"乳白"	"--"	"ZM-06239"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.4"	"4.7"	"--"	"35.30"	"S"	"有"	"美国"	"硬"	"13.3"	"6"	"绿"	"--"	"8"	"11.5"	"高于"	"6.3"	"--"	"Trice 37-2"	"42-1"	"=45"	"不倒"	"阔叶"	"3"	"5"	"多"	"Malvaceae(锦葵科)"	"美国"	"脱字棉37-2"	"1986"	"陆国外"	"1711"	"国外"	"70.7"	"巴州农科所"	"I3A00177"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.4"	"94"	"国外"	"45.5"	"13.8"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"18.9"	"31.00"	"33.70"	"7.30"	"单生"	"中"	"62.5"	"--"
"2496"	"3"	"--"	"中"	"114"	"5.8"	"灰"	"--"	"--"	"塔"	"有"	"10.2"	"中"	"黄"	"--"	"ZM-06240"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.2"	"3.7"	"--"	"35.80"	"S"	"有"	"美国"	"中"	"17.0"	"7"	"绿"	"--"	"11"	"22.0"	"等于"	"5.7"	"--"	"Trice 251"	"11-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"脱字棉251"	"1986"	"陆国外"	"1971"	"国外"	"77.9"	"江苏经作所"	"I3A00567"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"3"	"白"	"S"	"绿"	"3.2"	"125"	"国外"	"48.2"	"12.1"	">3"	"3"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"22.3"	"39.60"	"31.57"	"4.80"	"单生"	"中"	"97.5"	"--"
"2497"	"1"	"--"	"中"	"119"	"5.8"	"灰"	"--"	"--"	"塔"	"有"	"9.9"	"中"	"乳白"	"--"	"ZM-06241"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.3"	"4.2"	"--"	"36.40"	"S"	"有"	"美国"	"中"	"17.3"	"7"	"绿"	"--"	"10"	"25.2"	"高于"	"5.5"	"--"	"Trice 2123"	"21-3"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"脱字棉2123"	"1986"	"陆国外"	"1914"	"国外"	"76.9"	"江苏经作所"	"I3A00568"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"4"	"白"	"S"	"绿"	"3.6"	"116"	"国外"	"46.8"	"11.3"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.9"	"36.80"	"33.21"	"5.50"	"单生"	"粗"	"115.0"	"--"
"2498"	"--"	"--"	"强"	"141"	"6.9"	"灰"	"--"	"--"	"塔"	"有"	"9.3"	"厚"	"乳白"	"--"	"ZM-06242"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"30.2"	"3.9"	"--"	"34.00"	"S"	"有"	"美国"	"中"	"10.4"	"7"	"绿"	"--"	"10"	"8.1"	"高于"	"5.6"	"--"	"Trice 2123-511"	"31-3"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"脱字棉 2123-511"	"1987"	"陆国外"	"1862"	"国外"	"76.2"	"中棉所"	"I3A01497"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.4"	"115"	"国外"	"43.9"	"11.5"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"19.8"	"39.10"	"35.80"	"5.70"	"单生"	"粗"	"83.0"	"--"
"2499"	"--"	"--"	"强"	"130"	"7.1"	"灰"	"--"	"--"	"塔"	"有"	"9.2"	"中"	"乳白"	"--"	"ZM-06243"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.3"	"5.1"	"--"	"37.50"	"S"	"有"	"美国"	"硬"	"17.2"	"7"	"绿"	"--"	"10"	"15.8"	"等于"	"6.8"	"--"	"E GUANG MIAN"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"2"	"少"	"Malvaceae(锦葵科)"	"美国"	"鄂光棉"	"1988"	"陆国外"	"1780"	"国外"	"74.5"	"湖北经作所"	"I3A04283"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.8"	"114"	"国外"	"52.8"	"10.6"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"23.0"	"40.00"	"36.50"	"4.40"	"单生"	"中"	"69.1"	"--"
"2500"	"--"	"--"	"强"	"107"	"7.9"	"灰"	"--"	"--"	"塔"	"有"	"--"	"厚"	"乳白"	"--"	"ZM-06245"	"大"	"Gossypium L.(棉属)"	"紫"	"有"	"乳白"	"圆锥"	"中"	"--"	"--"	"--"	"--"	"--"	"有"	"美国"	"硬"	"14.5"	"--"	"绿"	"--"	"--"	"17.8"	"等于"	"--"	"--"	"Rex -1"	"--"	">45"	"不倒"	"阔叶"	"3"	"--"	"多"	"Malvaceae(锦葵科)"	"美国"	"锐克斯1"	"1989"	"陆国外"	"--"	"国外"	"--"	"湖北经作所"	"I3A04547"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"--"	"绿"	"2.6"	"--"	"国外"	"--"	"11.8"	">3"	"--"	"畅"	"--"	"抗"	"中"	"心脏"	"--"	"--"	"34.84"	"4.40"	"单生"	"粗"	"89.6"	"--"
"2501"	"--"	"--"	"强"	"151"	"5.4"	"灰"	"--"	"--"	"塔"	"有"	"9.2"	"中"	"乳白"	"--"	"ZM-06247"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.8"	"4.6"	"--"	"37.30"	"--"	"有"	"美国"	"中"	"6.6"	"7"	"绿"	"--"	"9"	"11.3"	"低于"	"7.4"	"--"	"Stoneville"	"41-3"	"=45"	"不倒"	"阔叶"	"2"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"斯字棉"	"1987"	"陆国外"	"1801"	"国外"	"71.9"	"巴州农科所"	"I3A02230"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.8"	"105"	"国外"	"49.5"	"11.9"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"21.3"	"36.80"	"30.00"	"5.60"	"单生"	"中"	"63.0"	"--"
"2502"	"--"	"--"	"中"	"140"	"7.5"	"灰"	"--"	"--"	"塔"	"有"	"9.1"	"中"	"乳白"	"--"	"ZM-06249"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"30.3"	"3.8"	"--"	"33.70"	"S"	"有"	"美国"	"中"	"13.3"	"7"	"绿"	"--"	"10"	"13.2"	"高于"	"5.2"	"--"	"Stoneville 2B"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"斯字棉 2B"	"1987"	"陆国外"	"1836"	"国外"	"75.0"	"中棉所"	"I3A01498"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.4"	"115"	"国外"	"44.8"	"12.7"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"19.0"	"37.00"	"34.00"	"6.10"	"单生"	"粗"	"71.2"	"--"
"2503"	"3"	"--"	"中"	"114"	"5.6"	"灰"	"--"	"--"	"塔"	"有"	"10.4"	"中"	"乳白"	"--"	"ZM-06250"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.4"	"4.7"	"--"	"35.70"	"S"	"有"	"美国"	"中"	"18.3"	"7"	"绿"	"--"	"9"	"24.2"	"等于"	"5.7"	"--"	"Stoneville 2B"	"22-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"斯字棉2B(浏河)"	"1987"	"陆国外"	"1804"	"国外"	"76.9"	"江苏经作所"	"I3A02435"	"有"	"长"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"3.1"	"109"	"国外"	"49.2"	"10.6"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.6"	"42.90"	"36.96"	"5.00"	"单生"	"中"	"105.7"	"--"
"2504"	"--"	"--"	"中"	"144"	"2.7"	"白"	"--"	"--"	"塔"	"有"	"9.5"	"中"	"乳白"	"--"	"ZM-06251"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.8"	"3.7"	"--"	"35.40"	"S"	"有"	"美国"	"中"	"12.5"	"7"	"绿"	"--"	"10"	"12.7"	"高于"	"6.0"	"--"	"Stoneville No.2"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"斯字棉2号"	"1987"	"陆国外"	"1829"	"国外"	"73.4"	"中棉所"	"I3A01298"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.1"	"118"	"国外"	"47.9"	"11.7"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"19.9"	"39.80"	"33.50"	"5.90"	"单生"	"中"	"82.3"	"--"
"2505"	"--"	"--"	"中"	"125"	"7.7"	"绿"	"--"	"--"	"塔"	"有"	"9.7"	"中"	"乳白"	"--"	"ZM-06252"	"大"	"Gossypium L.(棉属)"	"紫"	"有"	"乳白"	"卵圆"	"中"	"26.2"	"5.0"	"--"	"37.70"	"S"	"有"	"美国"	"硬"	"17.4"	"6"	"绿"	"--"	"10"	"22.4"	"等于"	"5.6"	"--"	"Stoneville 2B-8517"	"37-3"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"斯字棉2B-8517"	"1986"	"陆国外"	"1742"	"国外"	"72.4"	"湖北经作所"	"I3A01204"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.0"	"108"	"国外"	"52.0"	"10.9"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"20.7"	"39.30"	"32.50"	"3.70"	"单生"	"中"	"116.0"	"--"
