"id"	"入侵时间及地点"	"防治方法"	"别名"	"危害特点"	"中文名"	"生物学特征及发生消长规律"	"纲"	"目"	"科"	"属"	"英文名"	"传播途径"	"入侵地"	"门"	"原产地"	"形态特征"	"相关文献"	"拉丁学名"	"记录号"	"图片"
"201"			"香菜，胡荽"	"一般性杂草。嫩叶作香菜食用；果实作香料及药用。"	"芫荽"	"二年生草本。 栽培蔬菜，有时逸生为杂草。部分菜地、麦田、果园或路埂常见。秋季出苗，花期6—8月。"	"双子叶植物纲"	"伞形目"	"伞形科"	"芫荽属"	"Coriander"		"我国各地有栽培"	"被子植物门"	"欧洲地中海地区"	"光滑无毛，高20-27厘米。茎直立有条纹。叶有柄，柄长3-15厘米；初生的根生叶1回或2回羽状分裂，小叶片广卵形，扇形半裂，基部楔形，茎下部的叶和茎上部的叶2回至3回羽状细裂，小叶片线形，长2-15毫米，宽0.5-1.5毫米，钝头，全缘。伞形花序顶生和与叶对生；伞梗长2-8厘米；总苞缺乏；小总苞有少数的线形小苞片；伞辐3-8，长1-2.5厘米。果圆形，直径3-4毫米，光滑。"	"李扬汉，1998. 中国杂草志. P.979 中国植物志编辑委员会，1979e. 中国植物志. 55卷第1分册. P.89 江苏植物研究所，江苏植物志（下卷），江苏科技出版社，1982：568，图1657"	"Coriandrum sativum L."	"PL00201"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/芫荽.jpg"
"202"			"白花曼陀罗"	"一般性杂草。"	"洋金花"	"一年生草本。生于荒地及路边，菜地、庭院边亦有生长，为路埂一般性杂草，发生量较小，危害轻。花果期9—11月。"	"双子叶植物纲"	"茄目"	"茄科"	"曼陀罗属"	"Hindu Datura"		"我国各地"	"被子植物门"	"印度"	"草本，高30-100厘米，近无毛。叶互生或茎上部近对生，卵形或宽卵形，长5-19厘米，宽4-12厘米，顶端尖，基部两侧不相等，全缘或呈微波浪状或每边有3-4短齿；叶柄长2-7厘米。花冠漏斗状，长4-17厘米，5裂，裂片有尖头，白色，在栽培下，常有重瓣；雄蕊5至15。蒴果斜上，扁圆形，直径约3厘米，表面疏生短硬刺，成熟后不规则开裂，宿存的萼筒部分浅盘状；种子多数，三角形而扁，淡褐色。"	"李扬汉，1998. 中国杂草志. P.940 江苏植物研究所，江苏植物志（下卷），江苏科技出版社，1982：736，图1959"	"Datura metel L."	"PL00202"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/洋金花.jpg"
"203"	"19世纪在香港归化。"		"冰糖草"	"一般性杂草。为常见农田和草坪杂草。"	"野甘草"	"直立草本或为半灌木状。 一般性农田和草坪杂草，多生长于荒地、山坡、路旁，喜生于湿润环境，海岸沙地也能生长。花果期夏秋季或几全年。种子繁殖。"	"双子叶植物纲"	"玄参目"	"玄参科"	"野甘草属"	"Sweet Broomwort"		"广东，广西，云南，福建，台湾，香港，澳门，海南，云南，上海"	"被子植物门"	"美洲热带"	"高可达100cm，茎多分枝，枝有棱角及狭翅，无毛。叶对生或轮生，菱状卵形至菱状披针形，长者达35mm，宽者达15mm，枝上部叶较小而多，先端钝，基部长渐狭，全缘而成短柄，前半部有齿，齿有时颇深多少缺刻状而重出，有时近全缘，两面无毛。花单朵或更多成对生于叶腋，花梗细，长5~10mm，无毛；无小苞片，萼分生，齿4，卵状长圆形，长约2mm，先端有钝头，具睫毛；花冠小，白色，直径约4mm，有极短的管，喉部生有密毛，瓣片4，上方1枚稍稍较大，钝头，边缘有细齿，长约2~3mm；雄蕊4，近等长，花药箭形，花柱挺直，柱头截形或凹入。蒴果卵球形至球形，直径2~3mm，室间室背均开裂，中轴胎座宿存。"	"中国植物志编辑委员会，1979d. 中国植物志. 67卷第2分册. p.85； 李振宇，解焱，2002.中国外来入侵种. p.147； 李扬汉，1998. 中国杂草志. p.923"	"Scoparia dulcis L."	"PL00203"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野甘草.jpg"
"204"	"明初《救荒本草》（1406）首次记载。"	"在野胡萝卜发生较多的农田或地区，合理组织作物轮作换茬，加强田间管理及中耕除草工作，都能有效地减少其危害。也可选用绿磺隆、赛克津等除草剂作田间防除。"		"一般性杂草。果园、茶园、夏秋作物田常见，部分作物受害较重。引入扩散原因和危害：明初《救荒本草》（1406）首次记载。其果实常混入胡萝卜果中传播。该种是胡萝卜地里的拟态杂草，可能是元朝引种胡萝卜时带入。该种是常见的农田杂草之一，常生长于果园、草地、麦田中，但只在部分地区、部分农田中危害较重。在野外可通过化感作用影响本土植物生长。"	"野胡萝卜"	"二年生草本。 生于田边、路旁、渠岸、荒地、农田或灌丛中，喜湿润，较耐旱，果园、茶园、夏秋作物田常见，部分作物受害较重。花期5~7月。种子繁殖"	"双子叶植物纲"	"伞形目"	"伞形科"	"胡萝卜属"	"Queen Annes lace"	"其果实常混入胡萝卜果中传播。该种是胡萝卜地里的拟态杂草，可能是元朝引种胡萝卜时带入。"	"全国各省(区)均有分布"	"被子植物门"	"中亚西亚一带"	"高15~120cm，茎单生，全体有白色粗硬毛。基生叶长圆形，二至三回羽状全裂，裂片先端急尖，有小尖头，光滑或有糙硬毛；茎生叶近无柄，有叶鞘，末回裂片小或细长。复伞形花序，花序梗长10~55cm；总苞有多数苞片，呈叶状，羽状分裂。花白色，花梗不等长；果卵球形，棱上有白刺毛。"	"李扬汉，1998. 中国杂草志. p.980；"	"Daucus carota L."	"PL00204"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野胡萝卜.jpg"
"205"	"20世纪40年代出现在华东地区。"	"可在花期前拔除，或在田间和园圃中施用一些化学除草剂，如甲黄隆、丁草胺等。"		"一般性杂草。是一种常见多倍体（2n=54）杂草，为麦类、油菜等夏收作物田间和果园杂草，亦侵入山坡草地。"	"野老鹳草"	"一年生或越年生草本。 喜生于平原和低山坡的荒地、路旁草丛中，为夏收作物田中常见杂草。 花果期4~8月。种子繁殖。"	"双子叶植物纲"	"牻牛儿苗目"	"牻牛儿苗科"	"老鹳草属"	"Carolina"		"山东，河南，安徽，江苏，江西，浙江，湖南，湖北，四川，云南"	"被子植物门"	"美洲"	"高20~50cm，茎密被倒向短柔毛。叶在茎上部互生，下部对生，肾圆形，4~6cm，5~7深裂，每裂片再3~5浅裂，表面散生短伏毛，背面沿脉有短伏毛。伞形聚伞花序（1~）2~6花，成对集生茎顶端或叶腋，萼片5，花瓣5，粉红色，与花瓣等长或略长。蒴果，长约2cm，被短糙毛，先端有长喙，开裂时5果瓣向上拳卷。"	"中国植物志编辑委员会，1998c. 中国植物志. 43卷第1分册. P.29； 李扬汉，1998. 中国杂草志. P.519-520 李振宇、解焱（主编）. 2002. 中国外来入侵种. 北京：林业出版社."	"Geranium carolinianum L."	"PL00205"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野老鹳草.jpg"
"206"					"野牛草"	"野牛草适应性较强，喜阳光，亦耐半荫。耐瘠薄土壤。具有较强的耐寒性，我国北方的寒冷地带，野牛草在-34℃的低温情况下，仍能顺利地安全越冬。该草耐旱能力甚强，一般在2～3个月严重干旱情况下，仍能维持生命。与杂草的竞争力强，具一定的耐践踏性。能耐碱性土壤。此草虽然属于暖地型，但在气候潮湿的南方城市如广州、上海等地，引种后生长不够理想，因此迄今为仍未能推广种植。"	"单子叶植物纲"	"禾本目"	"禾本科"	"野牛草属"	"Buffalograss"		"我国引种，野生状况不明"	"被子植物门"	"北美洲、墨西哥"	"野牛草是禾本科野牛草属多年生草坪草植物。具根状茎或细长匍匐枝。秆高5～25厘米，较细弱。叶片线形，长10～20厘米，宽1～2毫米，两面均疏生有细小柔毛，叶色绿中透白，色泽美丽。花雌雄同株或异株，雄花序2～8枚，长5～15毫米，排成总状，雄小穗含2花，无柄，成两行覆瓦状排列于穗轴的一侧；雌小穗含1花，大部分为4～5枚簇生，呈头状花序，通常种子成熟时，自梗上整个脱落。"		"Buchloe dactyloides"	"PL00206"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野牛草.jpg"
"207"	"20世纪30年代初从印度支那蔓延入境，在广西被称为"	"结果以前拔除。嫩茎叶可作野菜，其风味接近茼蒿，全株可作家畜青饲料。"	"野塘蒿，野地黃菊，革命菜，安南菜"	"一般性杂草。为荒地上极常见的杂草，常危害果园及蔬菜，常沿道路及河岸蔓延，还常侵入火烧迹地或砍伐迹地。"	"野茼蒿"	"一年生直立草本。林下、旷野、路旁、荒地、水沟边。  花果期7~11月，种子繁殖。"	"双子叶植物纲"	"菊目"	"菊科"	"三七属"	"Hawksbeard Velvetplant"	"瘦果藉冠毛随风飘散。"	"云南，四川，重庆，湖北，贵州，广东，广西，海南，江西，浙江，福建，台湾，香港，澳门，西藏，甘肃"	"被子植物门"	"热带非洲"	"高20~100cm。茎有纵条纹。叶互生，卵形或长圆状椭圆形，先端渐尖，基部楔形，边缘有重锯齿或有时基部羽状分裂，两面近无毛。头状花序排成圆锥状生于枝顶；总苞圆柱形，苞片2层，条状披针形，长约1cm，边膜质，顶端有小束毛；花全为两性，管状，粉红色，花柱基部小球形，白色。冠毛白色，绢毛状。"	"李振宇，解焱，2002. 中国外来入侵种. p.161； 李扬汉，1998. 中国杂草志. p.325"	"Gynura crepidioides Benth."	"PL00207"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野茼蒿.jpg"
"208"	"明初《救荒本草》（1406年）首次记载。"	"及时拔除其幼苗，防止其开花结实后种子进一步散播。也可用西玛津（Simazine）、高效盖草能（右旋吡氟乙草灵）等除草剂防除。"		"常见农田杂草，多生长在旱作物地和果园中，竞争水源和养分，导致农作物减产。"	"野西瓜苗"	"一年生草本。路旁、田埂、荒坡、旷野等处常见，适生于湿润肥沃的土壤中，但也较耐旱。4~5月出苗，花果期6~8月。种子繁殖。"	"双子叶植物纲"	"锦葵目"	"锦葵科"	"木槿属"	"Flower of an hour"		"安徽、甘肃、河北、河南、黑龙江、湖北、吉林、江苏、江西、辽宁、内蒙古、宁夏、青海、山东、山西、陕西、四川、新疆、云南、浙江、西藏、贵州、台湾、海南、广东、广西、福建、湖南"	"被子植物门"	"中非；欧洲、亚洲和北美广布。"	"高30~60cm，茎柔软，常横卧或斜生，具白色星状粗毛。叶互生，下部叶圆形，不分裂或5浅裂，上部叶掌状3~5全裂，直径3~6cm；裂片倒卵形，常羽状分裂，两面有星状粗刺毛；叶柄细长，2~4cm。花单生于叶腋；花梗果时延长达4cm；小苞片12，条形，具缘毛，长约8mm；萼钟形，淡绿色，长1.5~2cm，裂片5，膜质，三角形，有紫色条纹；花冠淡黄色，内面基部紫色，直径约2~3cm。蒴果长圆状球形，直径约1cm，有粗毛，果瓣5。种子肾形，长约2mm。"		"Hibiscus trionum"	"PL00208"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野西瓜苗.jpg"
"209"	"19世纪中叶曾先后在香港和福州采到标本。"	"40%野麦畏乳剂和6.9%骠马浓乳剂对野燕麦具有良好防除效果，还可兼治看麦娘等禾本科杂草，对小麦及下茬作物安全，施一次药即可控制当季野燕麦危害。"	"乌麦，铃铛麦"	"一般性杂草。为害麦类、玉米、高梁、马铃薯、油菜、大豆、胡麻等作物；同时种籽大量混杂于作物内，降低作物的产品质量。嫩叶可作猪饲料；茎可编篓子等器物；种子含脂肪油可榨油。"	"野燕麦"	"一年生中生禾草。生长于荒芜田野或为田间杂草，根系发达，分蘖能力强。 花果期4~9月"	"单子叶植物纲"	"禾本目"	"禾本科"	"燕麦属"	"Wild Oat"	"该种是世界性的恶性农田杂草，可能随进口麦子传入"	"我国南北各地均有分布"	"被子植物门"	"南欧地中海地区"	"须根较坚韧。秆直立，光滑，高60~120cm，具2~4节。叶鞘松弛；叶舌透明膜质，长1~5mm；叶片扁平，宽4~12mm。圆锥花序开展，金字塔状，分枝具角棱，粗糙。小穗长18~25mm，含2~3个小花，其柄弯曲下垂，顶端膨胀；小穗轴节间，密生淡棕色或白色硬毛；颖卵状或长圆状披针形，草质，常具9脉，边缘白色膜质，先端长渐尖；外稃质地坚硬，具5脉，内稃与外稃近等长；芒从稃体中部稍下处伸出，长2~4cm，膝曲并扭转。颖果被淡棕色柔毛，腹面具纵沟，不易与稃片分离，长6~8mm。"	"李振宇，解焱，2002. 中国外来入侵种. p.176"	"Avena fatua L."	"PL00209"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野燕麦.jpg"
"210"					"野罂粟"	"花单独顶生。花瓣桔黄色。花期6－7月。 蒴果，狭倒卵形，密被粗而长的硬毛，顶孔开裂。果期8月。 生于山坡、溪边草地或亚高山草甸。"	"双子叶植物纲"	"毛茛目"	"罂粟科"	"罂粟属"	"Iceland poppy"		"黑龙江、内蒙古"	"被子植物门"	"北美洲、欧亚"	"高30-50厘米。具白色乳汁，全株有硬伏毛。叶基生，有长柄，叶片卵形或窄卵形，连柄长7-20厘米,夏季开花，花瓣4片，橘黄色，倒卵形，长2-2.5厘米，花单。顶生，稍下垂。蒴果卵圆形，长约1.5厘米，顶孔裂。"		"Papaver nudicaule"	"PL00210"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野罂粟.jpg"
"211"			"塘葛菜，芥菜，大芥，多裂叶芥，雪里红，油芥菜，皱皮芥菜，大叶芥"	"一般性杂草。有时逸生为野生杂草，能在夏收作物田中大量发生，危害麦类、油菜等作物。"	"野油菜"	"一年生或二年生草本。栽培作物，有时逸生为野生杂草，能在夏收作物田中大量发生，危害麦类、油菜等作物。多生于田野、河边、湖边、路旁、山坡丛林边、沟谷草丛等较湿润的地方。 秋季或春季出苗，花期4~6月，果期5~7月。"	"双子叶植物纲"	"白花菜目"	"十字花科"	"芸薹属"	"India mustard　，Brown Mustard"		"全国各地均有分布"	"被子植物门"	"西亚南部和印度"	"成株高1.5米，无毛或有时有刺毛，稍有白粉；茎多分枝。基生叶有长柄，叶片长圆形或倒卵形，长约20厘米，不分裂或大头状羽裂，顶端钝，边缘有重锯齿或缺刻；茎生叶有短柄，向上渐小，上部叶狭披针形至线形，有不明显疏齿或全缘。总状花序花后延长，花为较深的黄色。长角果线形，长3-6厘米，果瓣中脉突起，顶端有稍扁的喙，长可达1厘米左右；种子球形，直径约1毫米，紫褐色或黄色。"	"李扬汉，1998. 中国杂草志. P.428； 傅立国，陈潭清，郎楷永等，2003.中国高等植物. 5卷. 青岛：青岛出版社. P.393 江苏植物研究所，江苏植物志（下卷），江苏科技出版社，1982：30，图1089"	"Brassica juncea (L.) Czern. et Coss."	"PL00211"	"agridata/images/中国农业有害生物数据库/中国外来入侵植物数据库/野油菜.jpg"
